"timestamp","coder_id","paper_id"
2020-04-30 16:14:24,"M_Lei","523"
2020-05-25 23:02:44,"M_Lei","6195"
2020-03-19 09:58:33,"M_Lei","6655"
2020-04-30 19:27:46,"M_Lei","708"
2020-04-30 17:58:12,"M_Lei","713"
2020-04-30 18:34:53,"M_Lei","80"
2020-03-19 23:41:34,"M_Lei","897"
2020-03-23 11:31:06,"MG_Chung","1488"
2020-04-02 21:41:07,"MG_Chung","3924"
2020-03-18 12:23:33,"MG_Chung","4132"
2020-03-18 15:10:03,"MG_Chung","4155"
2020-03-15 22:29:55,"MG_Chung","45"
2020-03-19 15:21:28,"MG_Chung","5966"
2020-03-19 16:37:56,"MG_Chung","6396"
2020-03-20 10:30:03,"MG_Chung","6493"
2020-03-16 12:54:51,"MG_Chung","654"
2020-06-22 09:23:04,"R_Chen","1320"
2020-05-11 12:49:11,"R_Chen","154"
2020-05-11 13:34:19,"R_Chen","1836"
2020-05-12 12:40:41,"R_Chen","1893"
2020-05-11 00:57:33,"R_Chen","2210"
2020-05-11 09:38:09,"R_Chen","2214"
2020-05-11 10:04:31,"R_Chen","2402"
2020-05-11 10:33:06,"R_Chen","2504"
2020-05-26 17:41:27,"R_Chen","3081"
2020-06-22 13:22:06,"R_Chen","3361"
2020-05-12 12:01:04,"R_Chen","3790002"
2020-04-03 10:58:04,"R_Chen","3924"
2020-05-11 11:24:21,"R_Chen","4136"
2020-06-22 13:54:59,"R_Chen","4180"
2020-05-12 16:57:18,"R_Chen","4207"
2020-05-26 17:21:18,"R_Chen","4427"
2020-05-26 17:07:34,"R_Chen","4772"
2020-05-26 17:48:48,"R_Chen","566"
2020-05-12 00:58:24,"R_Chen","6315"
2020-05-11 12:22:26,"R_Chen","6348"
2020-04-03 10:21:01,"R_Chen","6655"
2020-05-11 13:22:05,"R_Chen","854"
2020-04-06 09:38:00,"X_Wu","1299"
2020-05-19 11:38:15,"X_Wu","1368"
2020-03-19 17:01:40,"X_Wu","1488"
2020-04-06 10:12:29,"X_Wu","1799"
2020-04-05 16:36:49,"X_Wu","2345"
2020-03-19 17:35:37,"X_Wu","2577"
2020-03-19 21:51:05,"X_Wu","2606"
2020-05-19 09:25:52,"X_Wu","302"
2020-03-19 22:15:46,"X_Wu","3165"
2020-03-19 18:17:02,"X_Wu","3456"
2020-05-19 12:26:04,"X_Wu","4257"
2020-04-06 11:09:29,"X_Wu","4393"
2020-04-06 15:55:08,"X_Wu","4551"
2020-05-19 10:32:00,"X_Wu","479"
2020-04-05 11:50:54,"X_Wu","5125"
2020-04-06 11:53:33,"X_Wu","5309"
2020-05-19 20:24:57,"X_Wu","5746"
2020-04-05 17:29:40,"X_Wu","5853"
2020-04-06 16:45:22,"X_Wu","6820"
2020-03-19 22:27:04,"X_Wu","6845"
2020-04-05 16:01:34,"X_Wu","992"
2020-03-18 12:39:42,"Y_Dou","1488"
2020-03-17 17:19:17,"Y_Dou","3456"
2020-03-20 10:47:15,"Y_Li","2222"
2020-04-30 12:18:09,"Y_Li","6655"
2020-05-29 22:49:00,"Y_Li","813"
2020-04-29 00:58:25,"Y_Zhang","1752"
2020-04-16 11:45:16,"Y_Zhang","227"
2020-04-16 12:14:45,"Y_Zhang","311"
2020-03-17 13:10:33,"Y_Zhang","3456"
2020-05-25 17:28:27,"Y_Zhang","3697"
2020-05-25 23:33:33,"Y_Zhang","3849"
2020-04-30 14:57:01,"Y_Zhang","4020"
2020-05-26 11:03:35,"Y_Zhang","4209"
2020-04-28 22:26:10,"Y_Zhang","425"
2020-04-30 15:37:52,"Y_Zhang","4293"
2020-05-26 00:06:42,"Y_Zhang","4445"
2020-04-28 22:54:45,"Y_Zhang","466"
2020-04-30 17:10:08,"Y_Zhang","5063"
2020-04-30 18:03:02,"Y_Zhang","5076"
2020-04-30 17:31:20,"Y_Zhang","5314"
2020-04-30 21:43:31,"Y_Zhang","6948"
