"","coder_id","paper_id","year_pub","author","taxa_list","list_countries","habitat","list_continents","meta_var_type","tele_cat","data_source_biodiv","data_type_biodiv","data_source_meta","data_type_meta","comments","biodiv_countries","num_biodiv_metrics","timestamp","num_countries","scale_entire","num_time_pd","year_start","year_end","temp_res","temp_res_unk","b4_dur_after","peri_tele_flows","peri_tele_sep","peri_tele_sep_unk","scale_biodiv","list_biodiv_metrics","further_discuss"
"11","A_Herzberger",3243,2015,"Harris","Birds","Indonesia","Terrestrial","Asia","Continuous","Trade","Primary","Social science field observations","Secondary","Aggregate institutional data","","Indonesia","1","2020-05-29 12:33:06",NA,"International (within a continent; e.g., European Union)",1,NA,NA,"Unknown/Unclear","The did population trends over around 20 years, not always 2-","During","Wild bird trade, domestic and to China, New Guinea etc.","No","They just mention the trade is both, they are analyzed as one","Sub-national (within-country region)","mananova: groups of birds (stable/declining) v. Bird price & trade volume","No"
"12","A_Herzberger",4060,2014," Kleijn","Birds","Morocco ","Terrestrial, Freshwater","Africa","Categorical","Knowledge Transfer","Secondary","Biological field observations","Secondary","Field observations","","Morocco","alot, im going to send an excel sheet ","2020-06-03 15:02:49",NA,"International (within a continent; e.g., European Union)",21,"1985","2011","Annually","","Before, After","","No","","Sub-national (within-country region)","waterbird abundance, richness ","No"
"13","A_Herzberger",4087,2012,"Randall","Birds","USA","Terrestrial, Freshwater","North America","Categorical","Knowledge Transfer","Primary","Biological field observations","Primary","Field observations","","","1","2020-03-18 15:23:17",1,"Sub-national ((within-country region)",13,"1995","2007","Annually","","Before, After","state conservation program","No","","Sub-national (within-country region)","bird density","No"
"14","A_Herzberger",4518,2013,"Hyun","Birds","South Korea, North Korea, China, Mongolia, Australia ","Freshwater, Marine","Asia","Categorical","Trade, Migration (non-human), Knowledge Transfer","Primary, Secondary","Biological field observations, Aggregate institutional data","Primary","Field observations, Aggregate institutional data","","South Korea","1","2020-06-15 13:56:37",NA,"International (within a continent; e.g., European Union)",1,"1999","2006","Unknown/Unclear","","After","land was reclaimed and used for rice production, farmers changed management to attract birds, being compared to a control","No","","Sub-national (within-country region)","diversity ","No"
"15","A_Herzberger",5477,2018,"Symes","Birds","Sundaland - its not really any countries, more like a region of islands","Marine","Asia, Europe, Oceania (Australia, New Zealand, Fiji, etc)","Categorical","Trade","Primary, Secondary","Social science field observations, Remote sensing, Aggregate institutional data","Secondary","Remote sensing, Aggregate institutional data","","Indonesia","1","2020-04-10 16:05:37",NA,"Intercontinental (> 2 continents)",2,"2000","2015","Annually","","During","exploitation and habitat loss (driven by wildlife trade, agriculture)","Yes","they discuss the different sources of exploitation and habitat loss","Intercontinental (> 2 continents)","habitat loss","No"
"16","A_Herzberger",5486,2018,"Urra","Invertebrates","Spain","Marine","Europe","Categorical","Tourism","Primary","Biological field observations","Secondary","Field observations","","","1","2020-03-19 10:43:14",1,"Sub-national ((within-country region)",4,"2004","2005","Seasonally","","Before, During, After","harvest of mollusks during tourist season ","No","","Sub-national (within-country region)","abundance","No"
"17","A_Herzberger",5577,2012,"Fischer","Birds","USA","Terrestrial, Freshwater","North America (includes Hawaii & all countries above Panama Canal)","Categorical","Species Dispersal, Knowledge Transfer","Primary","Biological field observations","Primary","Field observations, Remote sensing","","USA","1","2020-06-09 14:31:59",NA,"Intercontinental (> 2 continents)",2,"2005","2006","Seasonally","","During, After","Invasion of riparian areas by Russian Olive that was introduced for conservation (soil stability)  ","No","","Sub-national (within-country region)","Species richness","No"
"18","A_Herzberger",5875,2012,"Fiedler","Reptiles","sampled in global driftnet fishery","Marine","South America, Africa","Categorical","Trade","Primary","Biological field observations","Primary","Field observations","","Brazil","2","2020-03-26 16:18:22",NA,"Global (>100 countries)",5,"2002","2008","Annually","","During","Driftnet fisheries by catch sea turtle ","No","","Intercontinental (> 2 continents)","capture rate, capture composition ","No"
"19","A_Herzberger",5905,2012,"Sarmento","Invertebrates","Brazil","Marine","South America","Categorical","Tourism","Primary","Biological field observations","Primary","Field observations","","","4","2020-03-20 10:27:11",NA,"Sub-national ((within-country region)",1,"2009","2009","5 replicates at 1 time","","Before, During, After","trampling of reef habitat by tourists","No","","Sub-national (within-country region)","reef temperature; reef height; reef weight; species richness; diversity;  community assemblage","No"
"20","A_Herzberger",6331,2011,"Vibrans","Plants/trees/shrubs","Brazil","Terrestrial","South America","Categorical","Trade","Primary","Biological field observations","Primary","Field observations","","Brazil","2","2020-03-31 15:41:36",NA,"Global (>100 countries)",1,"2007","2008","Unknown/Unclear","1 type period, comparing sites with disturbance","","Logging, livestock and control ","No","","Sub-national (within-country region)","species richness, regeneration ","No"
"21","A_Torres",357,2019,"Lomas","Reptiles","Canada","Terrestrial","North America","Categorical","Tourism","Primary","Biological field observations","Primary","GIS observations (proximity to sources of human disturbance)","I included the paper because the authors say that the explanatory variable (habitat disturbance) is primarily linked with tourism (golf course, campground, hiking trails, roads, parking lots, vineyards, condominium complex), but such link is not thoroughly discussed nor quantified.","","5","2020-03-18 20:15:05",1,"Sub-national ((within-country region)",6,"2006","2012","every 2-3 days during the active season (April-October)","","After","Tourism (among other factors) seems to have led to habitat disturbance, though tourism is not quantified in any way","No","","Sub-national (within-country region)","home range (Kernel Density); home range (minimum convex polygon); Core area size; Range length; Maximum distance traveled from hibernacula","No"
"22","A_Torres",1366,2017,"Yang","Fish","China","Freshwater","Asia","Categorical","Energy Transfer","Primary","Biological field observations","Primary","Field observations","","China","5","2020-05-24 16:01:18",NA,"Sub-national (within-country region)",3,"2012","2014","Annually","","Before, After","","No","","Sub-national (within-country region)","AbundanceAge1; AbundanceAge2; AbundanceAge3; AbundanceAge4; EggsLarvaeAbundance","No"
"23","A_Torres",1551,2017,"Mota Machado","Invertebrates","Brazil","Marine","South America","Categorical","Tourism","Primary","Biological field observations","Primary","Field observations","","Brazil","26","2020-03-31 12:30:45",NA,"Intercontinental (> 2 continents)",2,"2012","2014","Seasonally","","During","Tourism: Human trampling in urban vs. non-urban areas","No","","Sub-national (within-country region)","Richness-Grussai beach; Density-Grussai beach; Diversity-Grussai beach; Richness-Grussai beach-upper sector; Richness-Grussai beach-medium sector; Richness-Grussai beach-lower sector; Diversity-Grussai beach-upper sector; Diversity -Grussai beach-medium sector; Diversity-Grussai beach-lower sector; Composition-Grussai beach; Composition-Grussai beach-upper sector; Composition-Grussai beach-medium sector; Composition-Grussai beach-lower sector; Richness-Manguinhos beach; Density-Manguinhos beach; Diversity-Manguinhos beach; Composition-Manguinhos beach; Composition-Manguinhos beach-upper sector; Composition-Manguinhos beach-medium sector; Composition-Manguinhos beach-lower sector; Density of Atlantorchestoidea brasiliensis; Density of Donax hanleyanus; Density of Emerita brasiliensis; Density of Excirolana braziliensis; Density of Hemipodia californiensis; Density of Scolelepis sp.","No"
"24","A_Torres",1590,2017,"Dale","Plants/trees/shrubs","United States, United Kingdom, Netherlands, Belgium","Terrestrial","North America","Categorical","Trade","Secondary","Aggregate institutional data","Secondary","Aggregate institutional data","","United States","4","2020-03-31 14:10:33",NA,"Intercontinental (> 2 continents)",2,"2002","2014","Annually","","Before, After","wood pellet export industry","No","","Sub-national (within-country region)","Number of standing dead trees-Savannah; Area with large trees-Savannah; Number of standing dead trees-Chesapeake; Area with large trees-Chesapeake","No"
"25","A_Torres",1821,2017,"Wilting","Birds, Mammals, Reptiles, Invertebrates, Plants/trees/shrubs","""many""","Terrestrial","North America, South America, Asia, Europe, Africa, Oceania (Australia, New Zealand, Fiji, etc)","Continuous","Trade","Secondary","Aggregate institutional data","Secondary","Aggregate institutional data","Aggregates data of mean species abundance for several taxa into one indicator","""many""","1","2020-03-31 14:43:07",NA,"Intercontinental (> 2 continents)",1,"2007","2007","Only for one year","","After","Trade of goods and services","Yes","","Intercontinental (> 2 continents)","Mean Species Abundance per ha per year","No"
"26","A_Torres",2670,2016,"Cao","Invertebrates","China","Freshwater","Asia","Continuous","Tourism","Primary","Biological field observations","Primary","Field observations","","China","2","2020-04-16 18:24:13",NA,"Unclear/unspecified",1,"2013","2013","Seasonally","","During","Tourism stress","No","","Sub-national (within-country region)","Taxa richness; Ephemeroptera, Plecoptera, and Trichoptera (EPT) richness","No"
"27","A_Torres",6254,2011,"Seshadri","Mammals, Reptiles, Amphibians, Invertebrates","India","Terrestrial","Asia","Continuous","Tourism","Primary","Biological field observations","Primary","Field observations","","India","8","2020-04-29 16:32:41",NA,"Sub-national (within-country region)",2,"2008","2009","Annually","","Before, During","Increased traffic due to religious tourism","No","","Sub-national (within-country region)","mortality-diurnal-habitat1;mortality-diurnal-habitat2;mortality-diurnal-habitat3;mortality-diurnal-habitat4;mortality-nocturnal-habitat1;mortality-nocturnal-habitat2;mortality-nocturnal-habitat3;mortality-nocturnal-habitat4","No"
"28","all",1488,2017,"Lopez-Ricaurte","Birds","Colombia","Terrestrial","South America","Categorical","Trade","Primary","Biological field observations","Primary","Field observations, Remote sensing","; Scale of entire system: ambiguous because recipient countries of palm oil exports are not specified. 

Number of countries involved: Unclear due to previous reasons

Unclear temporal resolution because data were aggregated into one time period. ; ; invasive spp impact?; na; ; ; ; ","Colombia","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","all",3456,2015,"Bravo","Invertebrates, Plants/trees/shrubs","Argentina","Marine","South America","Categorical","Tourism","Primary","Biological field observations","Primary","Field observations","; ; ; Believe this example first the inside/outside college campus example but will complete survey 3; na; Unclear number of countries involved bc unclear number of countries of origin for tourists. 

Very confused about how to report the results of this analysis. ; ; ; ; Confusing","Argentina","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","all",3924,2014,"Cove","Mammals","Costa Rica","Terrestrial","South America","Categorical","Trade","Primary","Biological field observations","Primary","Field observations","; study reports both detection and occurrence probability, but only occurrence counts as a BD metric; ; Scale of entire system is unclear. Pineapple plantations are implied to be fore exportation, but it's unclear where they're going. I put intercontinental, but that is a big assumption. 

Number of countries involved is also unclear for reasons stated above. 

Number of time periods: Put 3 because there were three field seasons during which camera traps were collected. ; ; ","Costa Rica","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","all",6655,2011,"Salvador","Mammals","Peru","Terrestrial","South America","Categorical","Tourism","Primary","Biological field observations","Primary","Field observations","; Compared to both sites, tourist site had seven less species
NOTE that authors do not consider this to be a substantial difference, use as evidence that eco-tourism is good for bd; See Survey 1. ; na; ""Scale of entire system"" is unclear given that it is not specified where the tourists are coming from. I chose intercontinental, but that was entirely a guess. 

Similarly, no idea how to deal with ""Number of countries involved"" when we don't know which countries the tourists are coming from. 

Number of time periods: Put 62 because that's the total number of surveys conducted. 

Metacoupling data type: Chose categorical because they compared reserve with tourists to reserve without tourists. ; ; ","Peru","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","C_Hovis",84,2019,"Lindenmayer","Birds","Australia, Rest of the World","Terrestrial","Oceania (Australia, New Zealand, Fiji, etc)","Categorical","Trade","Primary","Biological field observations","Primary","Field observations","LOTS OF METRICS, TOO MANY?, AM I DOING THIS WRONG? reports apparent occupancy, does not consider detectability","Australia","","2020-04-29 13:19:36",NA,"Global (>100 countries)",1,"2004","2014","Annually","","After","Logging ","No","","Sub-national (within-country region)","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Yes"
"33","C_Hovis",134,2017,"Dudley","Invertebrates","USA, Rest of the World","Freshwater","North America (includes Hawaii & all countries above Panama Canal)","Categorical","Species Dispersal","Primary","Biological field observations","Primary","Field observations","USA = Hawaii","USA ","20","2020-04-28 18:33:52",NA,"Global (>100 countries)",1,"2012","2014","Seasonally","","Before, After","Invasive spp","No","","Sub-national (within-country region)","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","No"
"34","C_Hovis",264,2019,"Pinna","Plants/trees/shrubs","Italy","Terrestrial","Europe","Categorical","Tourism","Primary","Biological field observations","Secondary","Field observations, Aggregate institutional data","Metrics differentiate between medium and high human impact because there was a non-linear relationship (ala the intermediate disturbance hypothesis). Also all impacts were comparing the ""low"" human impact to the ""med"" or ""high"" impacts.","Italy","6","2020-08-31 14:48:16",NA,"Unclear/unspecified",1,"2011","2019","Unknown/Unclear",NA,"During","Tourism aspects included in human effect index","No","","Sub-national (within-country region)","Done for med and high impact. Hdune, Native/Invasive, Endemic index","No"
"35","C_Hovis",483,2019,"Parker","Birds","South Africa","Terrestrial","Africa","Categorical","Tourism","Primary","Biological field observations","Primary","Field observations","bird diversity impacted by elephants density (iDoes not state that elephants are non-native, rather the TC component is Tourism since the increasing density of elephants is due to the fences used for the game reserves. 

The study also looked at # years elephants were present, which had a positive effect. I think this can be used as evidence that elephants are good for bird bd in the absence of fencing which restricts their movement. I am not considering years elephants are present since I have no evidence that elephants are non native (googled).ncreased due to game reserves) ","South Africa","3","2020-09-01 15:24:09",NA,"Unclear/unspecified",1,"2006","2006","Seasonally","","Before, During","Elephant density (due to fences in reserves)","No","","Sub-national (within-country region)","richness, density, diversity","No"
"36","C_Hovis",826,2018,"Assede","Plants/trees/shrubs","Benin","Terrestrial","Africa","Categorical","Knowledge Transfer","Primary","Biological field observations","Primary","Aggregate institutional data","TC - policy aka Protected areas. ","Benin","4","2020-09-01 15:47:55",NA,"Unclear/unspecified",1,"2014","2015","Seasonally","","Before, After","Protected Area policy","No","","Sub-national (within-country region)","density, richness, diversity, evenness","No"
"37","C_Hovis",1007,2018,"Xavier da Silva","Mammals","Brazil","Terrestrial","South America","Continuous","Tourism","Primary","Biological field observations","Primary","Field observations","","Brazil","10","2020-08-27 17:51:45",NA,"Unclear/unspecified",3,"2009","2013","Annually","","During","Distance to tourism infrastructure","No","","Sub-national (within-country region)","Occupancy for 10 diff spp","No"
"38","C_Hovis",1349,2017,"Waldron","Birds, Mammals","Many","Not specified/Global study","North America (includes Hawaii & all countries above Panama Canal), South America, Asia, Europe, Africa, Oceania (Australia, New Zealand, Fiji, etc)","Continuous","Investment","Secondary","Aggregate institutional data","Secondary","Aggregate institutional data","","Many","1","2020-04-27 15:48:18",NA,"Global (>100 countries)",2,"1996","2008","Unknown/Unclear","","Before, During, After","Conservation investment","No","","National","Biodiversity decline score","No"
"39","C_Hovis",1893,2017,"Huang","Fish, Invertebrates","China","Marine","Asia","Categorical","Tourism, Investment","Primary","Biological field observations, Social science field observations","Primary","Field observations, Social science field surveys, Aggregate institutional data","unclear metrics were bc private investment had different impacts depending on marine reserve status.","China","6","2020-09-01 17:33:03",NA,"Unclear/unspecified",1,NA,NA,"Seasonally","","During","Tourist/Private investment","No","","Sub-national (within-country region)","fish size, coral abun, fish abun, fish/coral spp comp","No"
"40","C_Hovis",2401,2016,"Silc","Plants/trees/shrubs","2","Terrestrial","Europe","Categorical","Tourism","Primary","Biological field observations","Primary","Field observations","Increased connectivity discussed at being bad for dune communities (indicates dune degeneration) Also indicates that the increase in community richness was not a good thing, seemed biased. ","Montenegro, Albania","4","2020-08-25 15:44:41",NA,"International (within a continent; e.g., European Union)",1,"2013","2013","Unknown/Unclear","","Before, After","Tourists","No","","Sub-national (within-country region)","community richness, gamma index, boundary richness, beta diversity","No"
"41","C_Hovis",3081,2015,"Mikolas","Birds","Romainia","Terrestrial","Europe","Continuous","Trade, Tourism, Knowledge Transfer","Primary","Biological field observations","Primary","Field observations, Remote sensing","Decided there were two types of TC successfully analyzed separately with respect to ONE biodiversity quantification. ","Romania","2","2020-08-27 17:06:18",NA,"Unclear/unspecified",2,"2009","2011","Unknown/Unclear","","Before, After","Timber practice shift due to governance change/#tourists","No","","Sub-national (within-country region)","impact of tourism and trade/knowledge on male abun","No"
"42","C_Hovis",3112,2015,"Santos","Invertebrates","Brazil, Rest of the World","Marine","South America","Categorical","Tourism","Primary","Biological field observations","Primary","Field observations","","Brazil","13","2020-04-27 13:31:07",NA,"Global (>100 countries)",1,"2012","2012","Seasonally","","Before, During, After","","No","","Sub-national (within-country region)","presence/abundance based on taxa group","No"
"43","C_Hovis",3335,2015,"Ginter","Fish","Estonia, Russia, Rest of the World","Freshwater","Europe","Categorical","Trade, Climate Change","Primary, Secondary","Biological field observations, Aggregate institutional data","Secondary","Used co-occurence of policy changes in time-series","Intercontinental might not be the correct classification since this is a transboundary and could be considered a telecoupling, look at co-occurence of size-selective harvest and climate change since two cannot be de-coupled","Estonia","2","2020-04-27 12:29:16",NA,"Intercontinental (> 2 continents)",22,"1990","2012","Annually","","Before, During, After","","No","","Intercontinental (> 2 continents)","size and co-hort abund","No"
"44","C_Hovis",3361,2015,"Faille","Invertebrates","France","Terrestrial","Europe","Categorical","Tourism","Primary","Biological field observations","Primary","Field observations","","France","3","2020-08-25 16:18:43",NA,"Sub-national (within-country region)",2,"1962","2012","Seasonally","","Before, After","Toursim","No","","Sub-national (within-country region)","Abundance of three diff spp","No"
"45","C_Hovis",3484,2015,"Reyes-Martinez","Invertebrates","Spain, Rest of the World","Marine","Europe","Continuous","Tourism","Primary","Biological field observations","Primary","Field observations","","Spain","4","2020-04-27 17:45:05",NA,"Sub-national (within-country region)",15,"2011","2011","Hourly","","Before, After","# tourists/visitors","No","","Sub-national (within-country region)","assemblage density; richness; diversity; comm comp","No"
"46","C_Hovis",4063,2014,"Sealey","Plants/trees/shrubs","Bahamas, Rest of the world","Marine","North America (includes Hawaii & all countries above Panama Canal)","Continuous","Tourism","Primary","Biological field observations","Primary","Field observations","","Bahamas","4","2020-04-29 17:30:20",NA,"Global (>100 countries)",1,"2002","2012","Annually","","Before, During, After","Human impact rank related to tourism","No","","Sub-national (within-country region)","number of spp, margalef index, shannon, assemblage","No"
"47","C_Hovis",4760,2013,"Sada","Invertebrates","USA, Rest of the world","Terrestrial, Freshwater","North America (includes Hawaii & all countries above Panama Canal)","Categorical","Tourism","Primary","Biological field observations","Primary","Field observations","study took place in nevada, playas are seasonally flooded and this is crucial for the life history of the organism, wasn't sure if I should tag as freshwater or terrestrial so I put both","USA","2","2020-04-30 13:01:49",NA,"Global (>100 countries)",1,"2006","2007","Seasonally","","Before, After","Music festival activity","No","","Sub-national (within-country region)","egg density for two spp","No"
"48","C_Hovis",4850,2013,"Arizaga","Birds","Spain","Terrestrial","Europe","Categorical","Species Dispersal","Primary","Biological field observations","Primary","Field observations","","Spain","1","2020-04-27 16:08:59",NA,"Unclear/unspecified",1,"2011","2011","Seasonally","","Before, After","invasive spp","No","","Sub-national (within-country region)","diversity indes","No"
"49","C_Hovis",5756,2012,"Remis","Mammals","Central African Republic, Rest of the World?","Terrestrial","Africa","Continuous","Trade, Migration (human)","Primary","Biological field observations","Primary","Field observations, Social science field surveys","Unclear if migrants/demand for meat comes from outside the country/continent","Central African Republic","7","2020-04-30 12:40:57",NA,"Unclear/unspecified",2,"1994","2009","Seasonally","","Before, After","","No","","Sub-national (within-country region)","groups/km, spp comp","No"
"50","C_Hovis",6511,2011,"Gleditsch","Birds","United States, Asia","Terrestrial","North America (includes Hawaii & all countries above Panama Canal)","Continuous","Species Dispersal","Primary","Biological field observations","Primary","Field observations","Bird spp reported as negatively correlated with invasive spp had an r2 0.047 and 0.018 but I believe these spp were negatively correlated with the NMS axis related to the invasive spp presence","United States","6","2020-04-21 11:50:35",NA,"Intercontinental (> 2 continents)",1,"2009","2009","Seasonally","","After","Invasive species abundance (Honeysuckle)","No","","Sub-national (within-country region)","Bird abundance for six spp","No"
"51","C_Hovis",3790002,2019,"Liu","Plants/trees/shrubs","China","Terrestrial","Asia","Categorical","Tourism","Primary","Biological field observations","Primary","Field observations","studies diversity of moss in sink holes impacted by tourism.Human disturbance had a significant effect on bryophyte diversity in the karst sinkholes (p < 0.01).
human disturbance variable included tourism but also farming aspects. Disturbance based on grading.","China","1","2020-09-01 16:42:41",NA,"Unclear/unspecified",1,"2017","2017","Unknown/Unclear","","During","Tourism","No","","Sub-national (within-country region)","richness","No"
"52","E_Dean",17,2019,"Brandt","Plants/trees/shrubs","Bhutan, China, India, Nepal","Terrestrial","Asia","Categorical","Tourism","Secondary","Remote sensing","Secondary","Remote sensing, Used literature to identify ecotourism hubs, then used remote sensing to delineate ecotourism zones","","Bhutan, China, India, Nepal","1","2020-04-07 14:05:54",NA,"International (within a continent; e.g., European Union)",17,NA,NA,"Annually","","During","Buffer zones of ecotourism were established in major ecotourism hubs of each country (Himachal Pradesh (n = 4), Nepal (n = 5), Bhutan (n = 3), and Yunnan (n = 3))","Unclear/Uncertain","The study established ecotourism hubs, but did not specify what driver external to those hubs was driving ecotourism (for example, what countries are driving tourism in those hubs?)","International (within a continent; e.g., European Union)","% forest loss","No"
"53","E_Dean",339,2013,"Oldekop","Amphibians, Plants/trees/shrubs","Ecuador","Terrestrial","South America","Categorical","Trade, Governing of trade","Primary","Biological field observations","Primary","Social science field surveys","","Ecuador","2","2020-04-14 12:03:22",NA,"Sub-national (within-country region)",1,NA,NA,"Unknown/Unclear","Study did not outline how often data was collected","During","Trade was quantified as market access, categorizing areas into ""remote"" (less market access) and ""non-remote"" (more market access). Presence/absence of community rules/sanctions regulating land use (governing of trade) could not be quantified and related to biodiversity.","No","","Sub-national (within-country region)","Fern species richness; leaf litter frog species richness","No"
"54","E_Dean",2704,2016,"Mammides","Birds","Cyprus","Terrestrial","Oceania (Australia, New Zealand, Fiji, etc)","Continuous","This is within-country","Primary","Biological field observations","Secondary","Remote sensing","Regression models - counts?","","5","2020-03-19 10:05:49",1,"Sub-national ((within-country region)",1,"2012","2012","Seasonally","","During","Total length of roads, distance to nearest agricultural field, human population size","No","","Sub-national (within-country region)","Total species richness; richness of passage migrants; richness of resident breeders; richness of species with increasing global population trends; richness of species with stable global population trends; richness of species with decreasing global population trends","Yes"
"55","E_Dean",2998,2015,"Phomikong","Fish","Thailand","Freshwater","Asia","Categorical","Energy Transfer","Primary","Biological field observations","Primary","Field observations","","Thailand","4","2020-04-05 07:52:42",NA,"Sub-national (within-country region)",18,"2009","2010","18 sampling trips between Aug 2009 - June 2010","","Before, During, After","Used the environmental effect of dams as a proxy for the effects of hydropower on fish communities?","No","","Sub-national (within-country region)","Cumulative species richness; average species richness; Shannon-Wiener diversity index; abundance-biomass","No"
"56","E_Dean",3122,2015,"Sa-Oliveira","Fish","Brazil","Freshwater","South America","Categorical","Energy Transfer","Primary","Biological field observations","Primary","Field observations","","Brazil","6","2020-04-05 08:19:19",NA,"Sub-national (within-country region)",8,"2009","2010","Bi-monthly","","During","","No","","Sub-national (within-country region)","Abundace; biomass; species richness; alpha diversity; dominance; Bray-Curtis dissimilarity","No"
