"paper_id","entry_id","taxon_or_func","biodiv_cat_1sp","biodiv_cat_multsp","biodiv_cat_habitat","scale","biodiv_temp_res","effect","significant","p_value","notes","UID","hab","tc","biodiv_countries","list_countries","data_source_meta","data_source_biodiv","tele_cat","data_type_meta","data_type_biodiv","habitat","list_continents","num_countries","scale_entire","meta_var_type","peri_tele_flows","peri_tele_sep","peri_tele_sep_unk","scale_biodiv","num_biodiv_metrics","list_biodiv_metrics","taxa","sig_effect","maj_eff","tax_ID","maj_eff_taxa"
1270,3,"Functional",NA,"Occurrence",NA,"Gamma (across all sites)","before and after dam","Changed (e.g. species composition)","TRUE","0.001","","1270_3","Marine","Water Transfer;Energy Transfer","BRA","BRA","Primary","Primary","Water Transfer;Energy Transfer","Field observations","Biological field observations","Marine","South America",NA,"International (within a continent; e.g., European Union)","Categorical","Hydropower production, before, after and 5 years after closure","No","","Sub-national (within-country region)","3","reproduction, habitat use, diet by functional groups","Fish","Changed","Changed","1270_Fish","Changed"
1551,1,"Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Seasonal","Negative (detrimental)","TRUE","0.001","Richness-Grussai beach","1551_1","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America",NA,"Intercontinental (> 2 continents)","Categorical","Tourism: Human trampling in urban vs. non-urban areas","No","","Sub-national (within-country region)","26","Richness-Grussai beach; Density-Grussai beach; Diversity-Grussai beach; Richness-Grussai beach-upper sector; Richness-Grussai beach-medium sector; Richness-Grussai beach-lower sector; Diversity-Grussai beach-upper sector; Diversity -Grussai beach-medium sector; Diversity-Grussai beach-lower sector; Composition-Grussai beach; Composition-Grussai beach-upper sector; Composition-Grussai beach-medium sector; Composition-Grussai beach-lower sector; Richness-Manguinhos beach; Density-Manguinhos beach; Diversity-Manguinhos beach; Composition-Manguinhos beach; Composition-Manguinhos beach-upper sector; Composition-Manguinhos beach-medium sector; Composition-Manguinhos beach-lower sector; Density of Atlantorchestoidea brasiliensis; Density of Donax hanleyanus; Density of Emerita brasiliensis; Density of Excirolana braziliensis; Density of Hemipodia californiensis; Density of Scolelepis sp.","Invertebrates","Harmful","Not significant or unclear","1551_Invertebrates","Not significant or unclear"
1551,2,"Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Negative (detrimental)","TRUE","0.001","","1551_2","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America",NA,"Intercontinental (> 2 continents)","Categorical","Tourism: Human trampling in urban vs. non-urban areas","No","","Sub-national (within-country region)","26","Richness-Grussai beach; Density-Grussai beach; Diversity-Grussai beach; Richness-Grussai beach-upper sector; Richness-Grussai beach-medium sector; Richness-Grussai beach-lower sector; Diversity-Grussai beach-upper sector; Diversity -Grussai beach-medium sector; Diversity-Grussai beach-lower sector; Composition-Grussai beach; Composition-Grussai beach-upper sector; Composition-Grussai beach-medium sector; Composition-Grussai beach-lower sector; Richness-Manguinhos beach; Density-Manguinhos beach; Diversity-Manguinhos beach; Composition-Manguinhos beach; Composition-Manguinhos beach-upper sector; Composition-Manguinhos beach-medium sector; Composition-Manguinhos beach-lower sector; Density of Atlantorchestoidea brasiliensis; Density of Donax hanleyanus; Density of Emerita brasiliensis; Density of Excirolana braziliensis; Density of Hemipodia californiensis; Density of Scolelepis sp.","Invertebrates","Harmful","Not significant or unclear","1551_Invertebrates","Not significant or unclear"
1551,27,"Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Negative (detrimental)","TRUE","0.001","Density-Grussai beach","1551_27","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America",NA,"Intercontinental (> 2 continents)","Categorical","Tourism: Human trampling in urban vs. non-urban areas","No","","Sub-national (within-country region)","26","Richness-Grussai beach; Density-Grussai beach; Diversity-Grussai beach; Richness-Grussai beach-upper sector; Richness-Grussai beach-medium sector; Richness-Grussai beach-lower sector; Diversity-Grussai beach-upper sector; Diversity -Grussai beach-medium sector; Diversity-Grussai beach-lower sector; Composition-Grussai beach; Composition-Grussai beach-upper sector; Composition-Grussai beach-medium sector; Composition-Grussai beach-lower sector; Richness-Manguinhos beach; Density-Manguinhos beach; Diversity-Manguinhos beach; Composition-Manguinhos beach; Composition-Manguinhos beach-upper sector; Composition-Manguinhos beach-medium sector; Composition-Manguinhos beach-lower sector; Density of Atlantorchestoidea brasiliensis; Density of Donax hanleyanus; Density of Emerita brasiliensis; Density of Excirolana braziliensis; Density of Hemipodia californiensis; Density of Scolelepis sp.","Invertebrates","Harmful","Not significant or unclear","1551_Invertebrates","Not significant or unclear"
1551,3,"Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Alpha (w/in site)","Seasonal","Negative (detrimental)","TRUE","0.001","Diversity-Grussai beach","1551_3","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America",NA,"Intercontinental (> 2 continents)","Categorical","Tourism: Human trampling in urban vs. non-urban areas","No","","Sub-national (within-country region)","26","Richness-Grussai beach; Density-Grussai beach; Diversity-Grussai beach; Richness-Grussai beach-upper sector; Richness-Grussai beach-medium sector; Richness-Grussai beach-lower sector; Diversity-Grussai beach-upper sector; Diversity -Grussai beach-medium sector; Diversity-Grussai beach-lower sector; Composition-Grussai beach; Composition-Grussai beach-upper sector; Composition-Grussai beach-medium sector; Composition-Grussai beach-lower sector; Richness-Manguinhos beach; Density-Manguinhos beach; Diversity-Manguinhos beach; Composition-Manguinhos beach; Composition-Manguinhos beach-upper sector; Composition-Manguinhos beach-medium sector; Composition-Manguinhos beach-lower sector; Density of Atlantorchestoidea brasiliensis; Density of Donax hanleyanus; Density of Emerita brasiliensis; Density of Excirolana braziliensis; Density of Hemipodia californiensis; Density of Scolelepis sp.","Invertebrates","Harmful","Not significant or unclear","1551_Invertebrates","Not significant or unclear"
1551,4,"Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Seasonal","Negative (detrimental)","FALSE","","Richness-Grussai beach-upper sector","1551_4","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America",NA,"Intercontinental (> 2 continents)","Categorical","Tourism: Human trampling in urban vs. non-urban areas","No","","Sub-national (within-country region)","26","Richness-Grussai beach; Density-Grussai beach; Diversity-Grussai beach; Richness-Grussai beach-upper sector; Richness-Grussai beach-medium sector; Richness-Grussai beach-lower sector; Diversity-Grussai beach-upper sector; Diversity -Grussai beach-medium sector; Diversity-Grussai beach-lower sector; Composition-Grussai beach; Composition-Grussai beach-upper sector; Composition-Grussai beach-medium sector; Composition-Grussai beach-lower sector; Richness-Manguinhos beach; Density-Manguinhos beach; Diversity-Manguinhos beach; Composition-Manguinhos beach; Composition-Manguinhos beach-upper sector; Composition-Manguinhos beach-medium sector; Composition-Manguinhos beach-lower sector; Density of Atlantorchestoidea brasiliensis; Density of Donax hanleyanus; Density of Emerita brasiliensis; Density of Excirolana braziliensis; Density of Hemipodia californiensis; Density of Scolelepis sp.","Invertebrates","Not significant or unclear","Not significant or unclear","1551_Invertebrates","Not significant or unclear"
1551,5,"Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Seasonal","Negative (detrimental)","TRUE","0.001","Richness-Grussai beach-medium sector","1551_5","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America",NA,"Intercontinental (> 2 continents)","Categorical","Tourism: Human trampling in urban vs. non-urban areas","No","","Sub-national (within-country region)","26","Richness-Grussai beach; Density-Grussai beach; Diversity-Grussai beach; Richness-Grussai beach-upper sector; Richness-Grussai beach-medium sector; Richness-Grussai beach-lower sector; Diversity-Grussai beach-upper sector; Diversity -Grussai beach-medium sector; Diversity-Grussai beach-lower sector; Composition-Grussai beach; Composition-Grussai beach-upper sector; Composition-Grussai beach-medium sector; Composition-Grussai beach-lower sector; Richness-Manguinhos beach; Density-Manguinhos beach; Diversity-Manguinhos beach; Composition-Manguinhos beach; Composition-Manguinhos beach-upper sector; Composition-Manguinhos beach-medium sector; Composition-Manguinhos beach-lower sector; Density of Atlantorchestoidea brasiliensis; Density of Donax hanleyanus; Density of Emerita brasiliensis; Density of Excirolana braziliensis; Density of Hemipodia californiensis; Density of Scolelepis sp.","Invertebrates","Harmful","Not significant or unclear","1551_Invertebrates","Not significant or unclear"
1551,6,"Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Seasonal","Negative (detrimental)","FALSE","","Richness-Grussai beach-lower sector","1551_6","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America",NA,"Intercontinental (> 2 continents)","Categorical","Tourism: Human trampling in urban vs. non-urban areas","No","","Sub-national (within-country region)","26","Richness-Grussai beach; Density-Grussai beach; Diversity-Grussai beach; Richness-Grussai beach-upper sector; Richness-Grussai beach-medium sector; Richness-Grussai beach-lower sector; Diversity-Grussai beach-upper sector; Diversity -Grussai beach-medium sector; Diversity-Grussai beach-lower sector; Composition-Grussai beach; Composition-Grussai beach-upper sector; Composition-Grussai beach-medium sector; Composition-Grussai beach-lower sector; Richness-Manguinhos beach; Density-Manguinhos beach; Diversity-Manguinhos beach; Composition-Manguinhos beach; Composition-Manguinhos beach-upper sector; Composition-Manguinhos beach-medium sector; Composition-Manguinhos beach-lower sector; Density of Atlantorchestoidea brasiliensis; Density of Donax hanleyanus; Density of Emerita brasiliensis; Density of Excirolana braziliensis; Density of Hemipodia californiensis; Density of Scolelepis sp.","Invertebrates","Not significant or unclear","Not significant or unclear","1551_Invertebrates","Not significant or unclear"
1551,7,"Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Alpha (w/in site)","Seasonal","Negative (detrimental)","FALSE","","Diversity-Grussai beach-upper sector","1551_7","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America",NA,"Intercontinental (> 2 continents)","Categorical","Tourism: Human trampling in urban vs. non-urban areas","No","","Sub-national (within-country region)","26","Richness-Grussai beach; Density-Grussai beach; Diversity-Grussai beach; Richness-Grussai beach-upper sector; Richness-Grussai beach-medium sector; Richness-Grussai beach-lower sector; Diversity-Grussai beach-upper sector; Diversity -Grussai beach-medium sector; Diversity-Grussai beach-lower sector; Composition-Grussai beach; Composition-Grussai beach-upper sector; Composition-Grussai beach-medium sector; Composition-Grussai beach-lower sector; Richness-Manguinhos beach; Density-Manguinhos beach; Diversity-Manguinhos beach; Composition-Manguinhos beach; Composition-Manguinhos beach-upper sector; Composition-Manguinhos beach-medium sector; Composition-Manguinhos beach-lower sector; Density of Atlantorchestoidea brasiliensis; Density of Donax hanleyanus; Density of Emerita brasiliensis; Density of Excirolana braziliensis; Density of Hemipodia californiensis; Density of Scolelepis sp.","Invertebrates","Not significant or unclear","Not significant or unclear","1551_Invertebrates","Not significant or unclear"
1551,8,"Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Alpha (w/in site)","Seasonal","Negative (detrimental)","TRUE","0.001","Diversity -Grussai beach-medium sector","1551_8","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America",NA,"Intercontinental (> 2 continents)","Categorical","Tourism: Human trampling in urban vs. non-urban areas","No","","Sub-national (within-country region)","26","Richness-Grussai beach; Density-Grussai beach; Diversity-Grussai beach; Richness-Grussai beach-upper sector; Richness-Grussai beach-medium sector; Richness-Grussai beach-lower sector; Diversity-Grussai beach-upper sector; Diversity -Grussai beach-medium sector; Diversity-Grussai beach-lower sector; Composition-Grussai beach; Composition-Grussai beach-upper sector; Composition-Grussai beach-medium sector; Composition-Grussai beach-lower sector; Richness-Manguinhos beach; Density-Manguinhos beach; Diversity-Manguinhos beach; Composition-Manguinhos beach; Composition-Manguinhos beach-upper sector; Composition-Manguinhos beach-medium sector; Composition-Manguinhos beach-lower sector; Density of Atlantorchestoidea brasiliensis; Density of Donax hanleyanus; Density of Emerita brasiliensis; Density of Excirolana braziliensis; Density of Hemipodia californiensis; Density of Scolelepis sp.","Invertebrates","Harmful","Not significant or unclear","1551_Invertebrates","Not significant or unclear"
1551,9,"Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Alpha (w/in site)","Seasonal","Negative (detrimental)","FALSE","","Diversity-Grussai beach-lower sector","1551_9","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America",NA,"Intercontinental (> 2 continents)","Categorical","Tourism: Human trampling in urban vs. non-urban areas","No","","Sub-national (within-country region)","26","Richness-Grussai beach; Density-Grussai beach; Diversity-Grussai beach; Richness-Grussai beach-upper sector; Richness-Grussai beach-medium sector; Richness-Grussai beach-lower sector; Diversity-Grussai beach-upper sector; Diversity -Grussai beach-medium sector; Diversity-Grussai beach-lower sector; Composition-Grussai beach; Composition-Grussai beach-upper sector; Composition-Grussai beach-medium sector; Composition-Grussai beach-lower sector; Richness-Manguinhos beach; Density-Manguinhos beach; Diversity-Manguinhos beach; Composition-Manguinhos beach; Composition-Manguinhos beach-upper sector; Composition-Manguinhos beach-medium sector; Composition-Manguinhos beach-lower sector; Density of Atlantorchestoidea brasiliensis; Density of Donax hanleyanus; Density of Emerita brasiliensis; Density of Excirolana braziliensis; Density of Hemipodia californiensis; Density of Scolelepis sp.","Invertebrates","Not significant or unclear","Not significant or unclear","1551_Invertebrates","Not significant or unclear"
1551,10,"Taxonomic",NA,"Composition (what species?)",NA,"Alpha (w/in site)","Seasonal","Changed (e.g. species composition)","TRUE","0.001","Composition-Grussai beach","1551_10","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America",NA,"Intercontinental (> 2 continents)","Categorical","Tourism: Human trampling in urban vs. non-urban areas","No","","Sub-national (within-country region)","26","Richness-Grussai beach; Density-Grussai beach; Diversity-Grussai beach; Richness-Grussai beach-upper sector; Richness-Grussai beach-medium sector; Richness-Grussai beach-lower sector; Diversity-Grussai beach-upper sector; Diversity -Grussai beach-medium sector; Diversity-Grussai beach-lower sector; Composition-Grussai beach; Composition-Grussai beach-upper sector; Composition-Grussai beach-medium sector; Composition-Grussai beach-lower sector; Richness-Manguinhos beach; Density-Manguinhos beach; Diversity-Manguinhos beach; Composition-Manguinhos beach; Composition-Manguinhos beach-upper sector; Composition-Manguinhos beach-medium sector; Composition-Manguinhos beach-lower sector; Density of Atlantorchestoidea brasiliensis; Density of Donax hanleyanus; Density of Emerita brasiliensis; Density of Excirolana braziliensis; Density of Hemipodia californiensis; Density of Scolelepis sp.","Invertebrates","Changed","Not significant or unclear","1551_Invertebrates","Not significant or unclear"
1551,11,"Taxonomic",NA,"Composition (what species?)",NA,"Alpha (w/in site)","Seasonal","Changed (e.g. species composition)","FALSE","","Composition-Grussai beach-upper sector","1551_11","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America",NA,"Intercontinental (> 2 continents)","Categorical","Tourism: Human trampling in urban vs. non-urban areas","No","","Sub-national (within-country region)","26","Richness-Grussai beach; Density-Grussai beach; Diversity-Grussai beach; Richness-Grussai beach-upper sector; Richness-Grussai beach-medium sector; Richness-Grussai beach-lower sector; Diversity-Grussai beach-upper sector; Diversity -Grussai beach-medium sector; Diversity-Grussai beach-lower sector; Composition-Grussai beach; Composition-Grussai beach-upper sector; Composition-Grussai beach-medium sector; Composition-Grussai beach-lower sector; Richness-Manguinhos beach; Density-Manguinhos beach; Diversity-Manguinhos beach; Composition-Manguinhos beach; Composition-Manguinhos beach-upper sector; Composition-Manguinhos beach-medium sector; Composition-Manguinhos beach-lower sector; Density of Atlantorchestoidea brasiliensis; Density of Donax hanleyanus; Density of Emerita brasiliensis; Density of Excirolana braziliensis; Density of Hemipodia californiensis; Density of Scolelepis sp.","Invertebrates","Not significant or unclear","Not significant or unclear","1551_Invertebrates","Not significant or unclear"
1551,12,"Taxonomic",NA,"Composition (what species?)",NA,"Alpha (w/in site)","Seasonal","Changed (e.g. species composition)","TRUE","0.001","Composition-Grussai beach-medium sector","1551_12","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America",NA,"Intercontinental (> 2 continents)","Categorical","Tourism: Human trampling in urban vs. non-urban areas","No","","Sub-national (within-country region)","26","Richness-Grussai beach; Density-Grussai beach; Diversity-Grussai beach; Richness-Grussai beach-upper sector; Richness-Grussai beach-medium sector; Richness-Grussai beach-lower sector; Diversity-Grussai beach-upper sector; Diversity -Grussai beach-medium sector; Diversity-Grussai beach-lower sector; Composition-Grussai beach; Composition-Grussai beach-upper sector; Composition-Grussai beach-medium sector; Composition-Grussai beach-lower sector; Richness-Manguinhos beach; Density-Manguinhos beach; Diversity-Manguinhos beach; Composition-Manguinhos beach; Composition-Manguinhos beach-upper sector; Composition-Manguinhos beach-medium sector; Composition-Manguinhos beach-lower sector; Density of Atlantorchestoidea brasiliensis; Density of Donax hanleyanus; Density of Emerita brasiliensis; Density of Excirolana braziliensis; Density of Hemipodia californiensis; Density of Scolelepis sp.","Invertebrates","Changed","Not significant or unclear","1551_Invertebrates","Not significant or unclear"
1551,13,"Taxonomic",NA,"Composition (what species?)",NA,"Alpha (w/in site)","Seasonal","Changed (e.g. species composition)","TRUE","0.001","Composition-Grussai beach-lower sector","1551_13","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America",NA,"Intercontinental (> 2 continents)","Categorical","Tourism: Human trampling in urban vs. non-urban areas","No","","Sub-national (within-country region)","26","Richness-Grussai beach; Density-Grussai beach; Diversity-Grussai beach; Richness-Grussai beach-upper sector; Richness-Grussai beach-medium sector; Richness-Grussai beach-lower sector; Diversity-Grussai beach-upper sector; Diversity -Grussai beach-medium sector; Diversity-Grussai beach-lower sector; Composition-Grussai beach; Composition-Grussai beach-upper sector; Composition-Grussai beach-medium sector; Composition-Grussai beach-lower sector; Richness-Manguinhos beach; Density-Manguinhos beach; Diversity-Manguinhos beach; Composition-Manguinhos beach; Composition-Manguinhos beach-upper sector; Composition-Manguinhos beach-medium sector; Composition-Manguinhos beach-lower sector; Density of Atlantorchestoidea brasiliensis; Density of Donax hanleyanus; Density of Emerita brasiliensis; Density of Excirolana braziliensis; Density of Hemipodia californiensis; Density of Scolelepis sp.","Invertebrates","Changed","Not significant or unclear","1551_Invertebrates","Not significant or unclear"
1551,14,"Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Seasonal","Negative (detrimental)","FALSE","","Richness-Manguinhos beach","1551_14","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America",NA,"Intercontinental (> 2 continents)","Categorical","Tourism: Human trampling in urban vs. non-urban areas","No","","Sub-national (within-country region)","26","Richness-Grussai beach; Density-Grussai beach; Diversity-Grussai beach; Richness-Grussai beach-upper sector; Richness-Grussai beach-medium sector; Richness-Grussai beach-lower sector; Diversity-Grussai beach-upper sector; Diversity -Grussai beach-medium sector; Diversity-Grussai beach-lower sector; Composition-Grussai beach; Composition-Grussai beach-upper sector; Composition-Grussai beach-medium sector; Composition-Grussai beach-lower sector; Richness-Manguinhos beach; Density-Manguinhos beach; Diversity-Manguinhos beach; Composition-Manguinhos beach; Composition-Manguinhos beach-upper sector; Composition-Manguinhos beach-medium sector; Composition-Manguinhos beach-lower sector; Density of Atlantorchestoidea brasiliensis; Density of Donax hanleyanus; Density of Emerita brasiliensis; Density of Excirolana braziliensis; Density of Hemipodia californiensis; Density of Scolelepis sp.","Invertebrates","Not significant or unclear","Not significant or unclear","1551_Invertebrates","Not significant or unclear"
1551,15,"Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha (w/in site)","Seasonal","Negative (detrimental)","FALSE","","Density-Manguinhos beach","1551_15","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America",NA,"Intercontinental (> 2 continents)","Categorical","Tourism: Human trampling in urban vs. non-urban areas","No","","Sub-national (within-country region)","26","Richness-Grussai beach; Density-Grussai beach; Diversity-Grussai beach; Richness-Grussai beach-upper sector; Richness-Grussai beach-medium sector; Richness-Grussai beach-lower sector; Diversity-Grussai beach-upper sector; Diversity -Grussai beach-medium sector; Diversity-Grussai beach-lower sector; Composition-Grussai beach; Composition-Grussai beach-upper sector; Composition-Grussai beach-medium sector; Composition-Grussai beach-lower sector; Richness-Manguinhos beach; Density-Manguinhos beach; Diversity-Manguinhos beach; Composition-Manguinhos beach; Composition-Manguinhos beach-upper sector; Composition-Manguinhos beach-medium sector; Composition-Manguinhos beach-lower sector; Density of Atlantorchestoidea brasiliensis; Density of Donax hanleyanus; Density of Emerita brasiliensis; Density of Excirolana braziliensis; Density of Hemipodia californiensis; Density of Scolelepis sp.","Invertebrates","Not significant or unclear","Not significant or unclear","1551_Invertebrates","Not significant or unclear"
