"paper_ID","title","author","year","abstract","taxa","tc","bd_ctr","bd_cont","study_id","study_effect"
"2401","human impact on sandy beach vegetation along the southeastern adriatic coast","SILC URBAN;STEVANOVIC ZORA DAJIC;IBRALIU ALBAN;LUKOVIC MILICA;STESEVIC DANIJELA",2016,"we compared the zonation of vegetation and connectivity of coastal plant communities between two distinct areas, one in montenegro and another in albania, that differ in terms of human impact, mainly through tourism activities. transect plots were used to gather data about plant cover and communities, their zonation and connectivity. for description of communities multivariate methods were used and for distribution zonation we used gamma connectivity and richness of boundaries. we found that the transects of vegetation zonation from albania, with better preserved sites, were richer in the number of boundaries, with more varied combinations of boundaries and the pattern of zonation was also more diverse. on the other hand, there were two plant communities found only in montenegro. the more impacted transects on the disturbed beaches from montenegro were also more unidirectional from sea to hinterland but with less ideal zonation. plant communities from albania were distributed more straightforwardly but contacts between them were in both directions. the less disturbed beach had zonation very similar to potential vegetation, while plant communities of the touristic beach were fragmented or even substituted by replacement communities. coastal dune systems in albania are still well preserved, therefore monitoring and protection measures are recommended.","Plants/Trees/Shrubs","Tourism","MNE;ALB","Europe","2401_Plants/Trees/Shrubs","Harmful"
"2546","Assessing The Performance Of Eu Nature Legislation In Protecting Target Bird Species In An Era Of Climate Change","SANDERSON FIONA J;POPLE ROBERT G;IERONYMIDOU CHRISTINA;BURFIELD IAN J;GREGORY RICHARD D;WILLIS STEPHEN G;HOWARD CHRISTINE;STEPHENS PHILIP A;BERESFORD ALISON E;DONALD PAUL F",2016,"International legislation forms a cornerstone of conservation, yet its efficacy is rarely quantified. We assess whether species listed on annex i of the european union (eu) birds directive, for which eu member states are obliged to implement special conservation measures, differ systematically in their short-term (2001-2012) or long-term (1980-2012) population trends from those of non-annex i species. In both periods, annex i species had more positive trends than non-annex i species, particularly in countries that joined the eu earlier. There were additional signatures of climate change and life history strategy in the trends of species in one or both periods. Within annex i species, long-distance migrants fared significantly worse than other species, suggesting that enhanced protection on the breeding grounds alone may be insufficient for these species. We conclude that the eu's conservation legislation has had a demonstrably positive impact on target species, even during a period in which climate change has significantly affected populations.","Birds","Knowledge Transfer","AUT;BEL;BGR;HRV;CYP;CZE;DNK;EST;FIN;FRA;DEU;GRC;HUN;IRL;ITA;LVA;LTU;LUX;MLT;NLD;POL;PRT;ROU;SVK;SVN;ESP;SWE;GBR","Europe","2546_Birds","Beneficial"
"2606","Beaches under pressure - effects of human access on vegetation at baltic sea beaches","SEER FRANZISKA K;IRMLER ULRICH;SCHRAUTZER JOACHIM",2016,"Questions: how do cover, richness and composition of plant species vary according to different levels of beach access? What shifts in plant traits occur along gradients of tourism intensity? What recommendations regarding the sustainable management of baltic sea beaches can be proposed? Location: southern baltic sea beaches in germany. Methods: in this study, the species composition of vascular plants on beaches with differing accessibility to tourists was analysed at the southwest baltic sea coast. In total, 894 vegetation plots were evaluated in order to determine vegetation changes along the sea-inland gradient due to different levels of human accessibility at beaches. Releves were conducted as repeated transects from the beach ridge to the shore. Shifts in vegetation characteristics due to different levels of tourism access were analysed at the level of plant communities and plant species traits. Results: species richness did not differ significantly between the levels of accessibility. Vegetation cover significantly increased with distance to the shore and was highest in the upper shore area of closed beaches (52.0 +/- 2.7%). Corresponding to the increase in beach access, we observed an increase in ruderal species and a decrease in typical beach species of the vegetation class honckenyo-elymetea. Tourism access and distance to the shoreline had a decisive influence on the distribution of plants with selected plant traits. In particular, at accessible sites, a loss of plants with leaves having high scleromorphy was recorded. Conclusions: increased beach access results in a loss of typical beach plant species. Changes in vegetation characteristics are considered to alter the function of the beach ecosystem. Based on these results, we derived spatially differentiated management measures for excluding the most sensitive beach areas from tourism.","Plants/Trees/Shrubs","Tourism","DEU","Europe","2606_Plants/Trees/Shrubs","Changed"
"264","IS VEGETATION AN INDICATOR FOR EVALUATING THE IMPACT OF TOURISM ON THE CONSERVATION STATUS OF MEDITERRANEAN COASTAL DUNES?","PINNA M S;BACCHETTA G;COGONI D;FENU G",2019,"MEDITERRANEAN COASTAL DUNES ARE THREATENED BY SEVERAL FACTORS; PARTICULARLY, TOURISM CAUSES MODIFICATIONS TO THE VEGETATION AND THE DISAPPEARANCE OF ENDEMIC SPECIES. UNDERSTANDING THE DUNES' CONSERVATION STATUS IS CRUCIAL FOR PRESERVING THESE VULNERABLE ENVIRONMENTS THROUGH APPROPRIATE MANAGEMENT STRATEGIES. THIS STUDY WAS CONDUCTED ON 17 SARDINIAN COASTAL DUNES, WITH DIFFERENT LEVELS OF TOURISTIC PRESSURE. WE FOCUSED ON ENDEMIC PLANT SPECIES AND DEVELOPED A NEW ENDEMICITY INDEX (EI). OUR STUDY AIMED: 1) TO ASSESS THE CONSERVATION STATUS BY APPLYING THE DIVERSITY INDICES; 2) TO VERIFY IF THE STUDY SITES WOULD REVEAL A GENERAL PATTERN BASED ON DIFFERENT DEGREES OF HUMAN DISTURBANCE AND 3) TO TEST THE EFFECTIVENESS OF THE EI INDEX. FOUR M(2) PLOTS (2 X 2 M) WERE PLACED ALONG ORTHOGONAL TRANSECTS TO THE COASTLINE (446 PLOTS IN TOTAL), IN WHICH ALL PLANT SPECIES WERE IDENTIFIED, AND THEIR RELATIVE ABUNDANCE WAS ESTIMATED. WE FOUND SIGNIFICANT DIFFERENCES AMONG THE SITES FOR H-DUNE AND EI VALUES BUT NO STATISTICALLY SIGNIFICANT DIFFERENCES IN THE N VALUES. THE EI SHOWED THE HIGH NATURALISTIC VALUE OF SARDINIAN COASTAL DUNES AND ALLOWED US TO DISTINGUISH THE SITES WITH HIGHER ANTHROPIC PRESSURE. WE FOUND SIGNIFICANT DIFFERENCES IN THE INDICES AMONG THE DEGREES OF HUMAN DISTURBANCE IN THE COASTAL SYSTEMS. THE H-DUNE VALUES WERE POSITIVELY RELATED TO A MEDIUM LEVEL OF HUMAN DISTURBANCE, AND THE EI ALLOWED US TO DISTINGUISH THE SITES WITH VARYING LEVELS OF HUMAN DISTURBANCE, ALTHOUGH IT DIFFERENTIATED BETTER THOSE WITH THE HIGHEST ANTHROPIC PRESSURE. A MEDIUM LEVEL OF HUMAN DISTURBANCE WAS POSITIVELY RELATED TO THE PLANT RICHNESS AND COVER, AND HUMAN TRAMPLING COULD BE TOLERATED BY PSAMMOPHILOUS VASCULAR PLANTS. RESULTS SHOWED A SATISFACTORY CONSERVATION STATUS OF SARDINIAN DUNE SYSTEMS AND HIGHLIGHTED DIVERSITY INDICES AS VALUABLE SUPPORT FOR IMPLEMENTING A CONSERVATION STRATEGY, COMPATIBLE WITH THE TOURISM PURPOSES AND THE INTEGRATED MANAGEMENT OF THE MEDITERRANEAN COASTAL DUNE SYSTEMS. (C) 2019 ELSEVIER B.V. ALL RIGHTS RESERVED.","Plants/Trees/Shrubs","Tourism","ITA","Europe","264_Plants/Trees/Shrubs","Not significant or unclear"
"2642","Impacts of aquaculture on fish biodiversity in the freshwater lake laguna de bay, philippines","CUVIN-ARALAR MARIA LOURDES A",2016,"Laguna de bay is the largest inland water body in the philippines, being used predominantly for aquaculture and open water fisheries. Aquaculture in the lake began decades ago, with many changes in the lake ecosystem having occurred since that time. Most dominant species for fish culture are introduced species. Other invasive species were also introduced to the lake as escapees from land-based aquaculture facilities. This study was conducted to monitor fish diversity in two adjacent, but distinctly different, sites in the lake, namely an open fishery area (ofs), with no adjacent aquaculture structures, and an aquaculture site (aqs), with cages for the culture of various commodities. Fish traps were installed at both sites, with the traps being sampled at least every 2weeks from april 2013 to february 2015. The results of pairwise t-tests indicated significantly higher shannon-wiener diversity index (h), evenness (j), simpson's similarity index (d) and species richness (s) in ofs than in aqs. In terms of total catch per day, significantly greater fish biomass were obtained from aqs than from ofs. Introduced aquaculture species had a mean dominance of 83% and 47% in aqs and ofs, respectively. However, invasive species introduced from the ornamental fish trade exhibited a mean relative dominance of 10.3% in aqs and 13.5% in ofs. The relative dominance of native species was also significantly higher in ofs (41%) than in aqs (6.5%). The results of this study demonstrated the adverse impacts of aquaculture in regard to the species diversity of fish in localized areas in laguna de bay. The dependency of aquaculture on introduced fish species adversely impacted the natural fish population in the lake. Focusing on the culture of commercially important local species for aquaculture, rather than introduced species, will improve fish production of inland waters without accompanying adverse impacts on biodiversity.","Fish","Species Dispersal","PHL","Asia","2642_Fish","Harmful"
"2670","Lake macroinvertebrate assemblages and relationship with natural environment and tourism stress in jiuzhaigou natural reserve, china","CAO YONG;WANG BEIXIN;ZHANG JIE;WANG LIZHU;PAN YANGDONG;WANG QUANXI;JIAN DAIJUN;DENG GUIPING",2016,"With increasing human population and urbanization, tourism in natural reserves and other protected lands is growing. It is critical to monitor and assess the impacts of tourism on ecosystem health. However, there is a general lack of information on biological communities in natural reserves of developing countries and of tools for assessing human impacts. In the present study, we investigated macroinvertebrate assemblages in nine lakes in jiuzhaigou natural reserve of china. Both benthic (20 dips of d-net) and light-trap samples (2 h) were collected at each lake and all benthic specimens and adults of ephemeroptera, plecoptera, and trichoptera (ept) were identified and counted. Water temperature and water quality variables were measured on site or in the lab. Seventy taxa were recorded and dominated by dipterans and caddisflies. Light traps contributed 47% of taxa richness and 66% of ept richness at the lakes. Detrended correspondence analysis showed that water temperature and tourism index were strongly associated with the changes of assemblage composition. Taxa richness and eft richness calculated for the composite samples (benthic+light trap) were well fit with poisson generalized linear model (adjusted r-2 = 0.83 and 0.85, respectively), generally decreasing with increasing elevation, tourism index, and total-n. Tourism index was ranked as the top predictor for ept richness based on multiple model weights, and elevation for taxa richness. In comparison, when based on benthic samples, neither of the metrics could be fitted with the seven environmental variables selected. These findings highlight the benefit of combined use of the sampling methods for lake monitoring and offered an analytical guide to developing biological indicators of lake ecosystem health in protected areas. (C) 2015 elsevier ltd. All rights reserved.","Invertebrates","Tourism","CHN","Asia","2670_Invertebrates","Harmful"
"292","effects of the introduction of an omnivorous fish on the biodiversity and functioning of an upland amazonian lake","NOBRE REGINA L G;CALIMAN ADRIANO;GUARIENTO RAFAEL D;BOZELLI REINALDO L;CARNEIRO LUCIANA S",2019,"the introduction of nonnative species is one of the main threats to freshwater ecosystems. although omnivory and intraguild predation are common in those systems, little is known about the effects of introduced omnivorous fish on pelagic and littoral communities. this study tested predictions of food-web theory regarding the effects of omnivorous fish introduction on previously fishless lakes in the amazonian uplands of serra dos carajas, para, brazil. the trophic structure of two similar lakes, one with and the other without the introduced omnivorous fish astyanax bimaculatus, was compared using a data series of biotic variables collected from both lakes twice a year from 2010 to 2013. zooplankton was more abundant in the lake with fish, and the zooplankton composition differed between lakes. phytoplankton richness and chlorophyll-a were higher in the lake with the introduced fish than in the fishless lake regardless of phosphorus limitation. for the benthic macroinvertebrate communities, species richness and biomass were higher in the fishless lake. our results also indicate that a. bimaculatus has the potential to link pelagic and littoral habitats through nutrient cycling. the differences observed between the studied lakes are consistent with predictions from food-web theory regarding the effects of multichain omnivorous fish on trophic dynamics. despite limitations regarding replication at the ecosystem level, it is possible to infer from our findings that the introduction of an omnivorous fish might have changed lake overall functioning.","Invertebrates","Species Dispersal","BRA","South America","292_Invertebrates","Beneficial"
"2998","Diversity and community structure of fishes in the regulated versus unregulated tributaries of the mekong river","PHOMIKONG P;FUKUSHIMA M;SRICHAROENDHAM B;NOHARA S;JUTAGATE T",2015,"Diversity and community structure of fishes were studied in three neighbouring tributaries of the mekong river in thailand, namely the mun, songkhram and gam rivers. The rivers are located in the same ecoregion but have contrasting levels of both hydrological regulations and mitigation measures; the mun river has a hydropower dam with a fish ladder and sluice gates that are opened during the wet season each year, the gam river has several irrigation dams with a fish ladder at each dam site, and the songkhram river has no dams along its river course. A total of 124 freshwater fish species were sampled in these rivers from august 2009 to june 2010. Overall species richness was highest in the songkhram river (112), followed by the mun (97) and gam (54) rivers. Average per site species richness was also significantly different among rivers but not among sampling months. Abundance-biomass comparison plots revealed considerably overlapping distributions of these two metrics from the dry to early rainy seasons in the songkhram river and, to a lesser extent, in the mun river. Fish assemblage data were classified into six clusters with similar community structure. Fish assemblages in the gam river constituted a single cluster, while those in the other two rivers formed multiple clusters depending on the sampling season. The results of the cluster analysis are discussed in relation to the dominance of the three migration guilds (white, black, and grey fishes) of the mekong river fishes. The effectiveness of the mitigation measures was determined to be limited in alleviating adverse impacts of dams in these tributaries of the mekong river. Copyright (c) 2014 john wiley & sons, ltd.","Fish","Energy Transfer","THA","Asia","2998_Fish","Changed"
"302","Impact of ecotourism on the fish fauna of bonito region (mato grosso do sul state, brazil): ecological, behavioural and physiological measures","LIMA ANA CAROLINA;ASSIS JORGE;SAYANDA DIOGO;SABINO JOSE;OLIVEIRA RUI F",2014,"Bonito, in mato grosso do sul state, is an important destination for ecotourism in brazil and the main challenge of sustainable ecotourism here has been to accommodate and adjust the increase of tourism without compromising the ecological integrity of the local ecosystems. In this study we aimed to assess the environmental impact of ecotourism on the fish fauna of sucuri river in bonito by integrating ecological, behaviour and physiological criteria and using the fish species crenicichla lepidota and moenkhausia bonita as indicators. Two distinct sites were defined to collect data: (1) affected daily by ecotourism (tourism) and (2) undisturbed (no tourism). The ""stationary point count"" method was performed to assess variations in ecological parameters and ""ad libitum"" and focal animal methods were used to collect behaviour data. The cortisol response of m. Bonita to a stress protocol was measured from holding-water. Results showed a significantly increase in species richness, density and diversity at the tourism site. Nevertheless, behaviour patterns indicated a higher stress at the tourism site for both species as well higher cortisol levels for m. Bonita. In opposition to the ecological measures, the behaviour and physiological ones may be interpreted as an early sign of negative impact caused by ecotourism, prior to changes at community level.","Fish","Tourism","BRA","South America","302_Fish","Harmful"
"3081","Evaluating Forest Management Intensity On An Umbrella Species: Capercaillie Persistence In Central Europe","MIKOLAS MARTIN;SVITOK MAREK;TEJKAL MARTIN;LEITAO PEDRO J;MORRISSEY ROBERT C;SVOBODA MIROSLAV;SEEDRE MEELIS;FONTAINE JOSEPH B",2015,"Deforestation and fragmentation of forests worldwide are negatively impacting biodiversity. The capercaillie (tetra urogallus) is an endangered umbrella species of montane forests in central europe. Despite its status, it has largely been overlooked in forest management planning in the carpathian mountains, a biodiversity hotspot within the european union. Previous investigations of timber management effects on capercaillie have shown contradictory results within europe; habitat loss and fragmentation due to intensive forest management have been implicated in population declines, while other studies have suggested neutral or positive effects. In romania, recent changes in forest management have shifted from extensive, selective logging to intensive clearcutting; this change provides the opportunity to assess the effects of harvesting on capercaillie numbers across a full range of forest management intensities, thereby addressing discrepancies in the literature. Across the southern and eastern carpathian mountains from 2009-2011, we used spring counts of capercaillie males at leks to evaluate the impact of forest management, other human activities, and habitat at two spatial scales - stand (similar to 2 ha) and landscape (similar to 300 ha). At the landscape level, the proportion of forest clearcuts and intensity of tourism had significant negative effects on the number of capercaillie males in the lek. In contrast, low intensity selective logging had a positive effect at the local stand (lek) level. Large scale (landscape level) forest clear-cutting had a negative effect on the capercaillie population - areas comprised of clearcuts of 30% reduced male lek counts by 76%. The protection of intact mature and old-growth forests, and forest management practices that emulate natural disturbance processes are recommended to support habitat of this critical umbrella species and associated biodiversity. (C) 2015 elsevier b.v. All rights reserved.","Birds","Trade;Knowledge Transfer","ROU","Europe","3081_Birds","Harmful"
"311","Human trampling effects on mediterranean coastal dune plants","FARRIS E;PISANU S;CECCHERELLI G;FILIGHEDDU R",2013,"Coastal habitats are particularly vulnerable to recreational impacts because these environments are highly dynamic and continually change in response to biotic and abiotic factors. Sand dune communities are worldwide characterized by high levels of biodiversity, but are often affected by human-induced impacts as those caused by tourist trampling. To understand the effects of human frequentation, trampling, and other human-induced impacts, fencing experiments have been traditionally carried out on coastal dunes. Since in touristic areas dune systems are subjected to different intensities of human frequentations rather than to opening or fencing, in this study we explore the effects of accessibility on vascular plants cover. This study tests the hypothesis that human frequentation on beaches affects spatio-temporal variability of vascular plant abundance on dunes by comparing the plant assemblages of high and low accessible sites in north-east sardinia (italy). Our results show that accessibility plays a crucial role in conditioning the percentage of vegetation cover in mediterranean dunes. In fact, not only we found a perennial vegetation cover that was significantly higher in the sites with low accessibility (and consequently low frequentation), but we also showed that at the sites with high accessibility there were significant differences in vegetation cover between times of sampling (cover was higher before than after summer): on the contrary, differences in perennial vegetation cover among times were not significant at the low frequentation sites. After summer, the difference among low and high frequentation sites in species composition and cover was >90%. Multivariate analysis identified those species that play a pivotal role in differentiating the low and the high frequentation sites. Among them, crucianella maritima and sporobolus virginicus can be considered as differential species. Overall, our data show vegetation and plant species responses to human-induced impacts, and are therefore important to support conservation actions in mediterranean coastal areas interested by mass tourism.","Plants/Trees/Shrubs","Tourism","ITA","Europe","311_Plants/Trees/Shrubs","Harmful"
"3112","The impact of trampling on reef macrobenthos in northeastern brazil: how effective are current conservation strategies?","SANTOS GLEICE S;BURGOS DOUGLAS C;LIRA SIMONE M A;SCHWAMBORN RALF",2015,"Tropical reefs are used for intensive tourism in various parts of the world. However, few studies have investigated the effect of regular trampling on these fragile ecosystems. The aim of this study was to assess the effect of different conservation strategies (open access, partial protection, and total long-term closure) on intertidal reef tops in porto de galinhas and tamandar,, pernambuco state, brazil. Analysis of the macrobenthic community was performed with photo transects and image analysis (cpce). Twenty-seven transects were surveyed from january to august 2012, in intensively impacted (i) open-access sites, in partially protected (p) sites with occasional, illegal trampling, and in a permanently closed (c) site. In i sites, total live cover was half the cover found in adjacent p sites. The area of bare rock averaged 53.6 and 25.0 % in i and p sites, respectively. In the c site, the area of bare rock was only 19.8 %. In i and p sites, macroalgae (palisada perforata) were dominating, while in the c site, the zoanthid zoanthus sociatus was most abundant. Shell-bearing vermetids (petaloconchus varians) and bivalves (isognomon bicolor) were more abundant at the c site, being possible bioindicators for areas with zero or little trampling. Twelve years of total closure produced near-pristine communities in the c site, dominated by zoanthids and fragile mollusks. This study showed that trampling has severe and long-lasting consequences for the structure of these ecosystems.","Invertebrates","Tourism","BRA","South America","3112_Invertebrates","Harmful"
"3122","Upstream and downstream responses of fish assemblages to an eastern amazonian hydroelectric dam","SA-OLIVEIRA JULIO C;HAWES JOSEPH E;ISAAC-NAHUM VICTORIA J;PERES CARLOS A",2015,"1.Major hydroelectric dams are proliferating in tropical regions such as amazonia, where extensive new hydropower developments are planned despite potentially severe ecological and social impacts. The status of freshwater biota in the vicinity of existing dams could be valuable to predict the effects of such developments, but detailed ecological monitoring before and after dam construction is frequently lacking. 2.In the absence of these data, we used a space-for-time replacement to compare a key component of the aquatic biota at upstream and downstream sites, with the latter more closely resembling river channel conditions prior to the dam. We assessed the fish assemblages upstream and downstream of the coaracy nunes dam in amapa, brazil, the first ecological study at this site since this dam was constructed 42years earlier. We used gillnets during eight bimonthly field campaigns, covering both wet and dry seasons, and sampled the ichthyofauna (1819 individuals, 81 species) at four sites: downstream channel, reservoir, upstream lake and upstream channel. 3.We found clear negative impacts on the abundance, biomass, species richness, alpha diversity and species dominance upstream of the dam. The physical subdivision of the river channel and the upstream channel conversion from lentic to lotic habitats were strongly associated with differences in the composition and structure of fish communities. Notable changes include an increased contribution of small-bodied fish in the reservoir and an absence of long-distance migrants upstream of the dam. 4.Downstream channel habitats, in particular, retained their fish diversity with high conservation value typical of eastern amazonia, yet these areas now face the threat of new hydropower development farther downstream. The long-term impacts on aquatic biodiversity highlighted in this study are especially relevant in the face of burgeoning new hydroelectricity development plans for rivers across lowland amazonia.","Fish","Energy Transfer","BRA","South America","3122_Fish","Changed"
"3151","THE EFFECTS OF DAM REMOVAL ON RIVER COLONIZATION BY SEA LAMPREY PETROMYZON MARINUS","LASNE E;SABATIE M -R;JEANNOT N;CUCHEROUSSET J",2015,"habitat fragmentation is an important cause of biodiversity loss in freshwater systems, as worldwide rivers have been fragmented by dams and other hydraulic structures. to restore freshwater fish populations, some barriers have been removed, but the long-term ecological effects of this removal have been rarely quantified. in the present study, we quantified the effects of barrier removal on river colonization by anadromous sea lamprey (petromyzon marinus) by analyzing the spatial distribution and nest density in a small coastal river (france) from 1994 to 2011. our results demonstrated the benefit of dam removal within few years after restoration. indeed, the spatial distribution of nests shifted significantly upstream and was more uniform throughout the river after removal. our results also suggest that the spatial patterns of habitat colonization were affected by the density of nests, river flow and connectivity. finally, although the number of nests was significantly higher after removal, it was not possible to clearly identify the contribution of intrinsic versus external factors involved in this pattern. further investigations are therefore needed to quantify the potential subsequent effects on juvenile recruitment and the overall population dynamics. copyright (c) 2014 john wiley & sons, ltd.","Fish","Energy Transfer","FRA","Europe","3151_Fish","Beneficial"
"3165","Ecological response to human trampling and conservation status of helianthemum caput-felis (cistaceae) at the eastern periphery of its range","FENU GIUSEPPE;COGONI DONATELLA;SULIS ELENA;BACCHETTA GIANLUIGI",2015,"Border and isolated plant populations represent an interesting target for ecological and conservation issues. We analysed the ecological constraints and the conservation status of the eastern population of helianthemum caput-felis boiss. (Cistaceae), located in sardinia. The distribution of h. Caput-felis was verified via field surveys; ecological data, morphological and reproductive traits, were recorded in 40 permanent plots randomly established; the human trampling effects on plant density, plant size and plant performance were analysed. Plant density was higher in bedrock and lowland areas, in garrigue and maquis habitats; however, the differences among plants growing in different ecological conditions were not statistically significant; only human trampling intensity significantly affected plant density and lowest values were observed in areas with intense trampling pressure. All ecological variables analysed had a statistically significant effect on plant size and on the number of fruits per plant. In particular, larger plants were found in areas with the following ecological features: presence of structured soil, on the slopes, in the maquis habitat, and in areas with intensive human trampling. Conversely, plants displayed a higher fruits output per plant in deep and structured soil, in lowland areas, and in the garrigue and maquis habitats; the mean fruits output per plant increased as human trampling intensified. Human-induced threats are the main hazards threatening the remaining sardinian population. In particular, the major threats are linked to tourism and other outdoor activities (i.e. Human trampling), followed by the expansion of agricultural activities; all of these threats result in the disappearance of small localities and in reduced population size due to habitat loss and fragmentation. Our study indicates that h. Caput-felis should be considered as critically endangered (cr) at the regional level. Urgent measures should be undertaken to protect the remaining h. Caput-felis population in sardinia and a possible integrated strategy for the conservation and management consists of a combination of in situ and ex situ measures. In particular, greater emphasis should be given to minimizing the negative impacts of unsustainable tourism and recreation use, in order to exclude human trampling and to facilitate the plant recruitment process and population renewal. In addition, an ex situ conservation strategy must be implemented and the seeds collected could be used for future translocations in suitable areas. Moreover, considering the threats observed, a long-term monitoring programme must be developed to reveal changes in the species conservation status.","Plants/Trees/Shrubs","Tourism","ITA","Europe","3165_Plants/Trees/Shrubs","Mixed"
"3243","USING MARKET DATA AND EXPERT OPINION TO IDENTIFY OVEREXPLOITED SPECIES IN THE WILD BIRD TRADE","HARRIS J BERTON C;GREEN JONATHAN M H;PRAWIRADILAGA DEWI M;GIAM XINGLI;GIYANTO;HIKMATULLAH DESY;PUTRA CHAIRUNAS A;WILCOVE DAVID S",2015,"the wildlife trade involves thousands of vertebrate species and now rivals habitat loss as an extinction driver in some regions. however, its impacts are poorly known because field monitoring of wild populations is expensive, localized, and requires specialized expertise. we examined whether market data and expert opinion could be used to identify bird species that may be at risk from the trade in indonesia. we asked expert ornithologists to characterize population trends of 38 species of indonesian birds, including many heavily traded species. they identified 14 species as having undergone population declines, all of which are regularly traded, and only two of which are restricted to old-growth forests. conversely, none of the untraded species was classified as declining. we combined the expert-derived population trends with data on changes in price and trade volume from indonesian wildlife markets to see if market data could identify declining species. we found that severely declining species have a significantly different price-volume signal than stable/increasing species; the former are characterized by increasing market prices and declining volumes. market data are much cheaper to collect than field data, roughly 1/30th the cost of a representative field study. we recommend a two-step approach to assess trade impacts on wild birds in southeast asia: coordinated market monitoring followed by field studies of species whose market signals indicate declining populations. our findings, however, require further validation with higher resolution wild population and market data. (c) 2015 elsevier ltd. all rights reserved.","Birds","Trade","IDN","Asia","3243_Birds","Harmful"
"3247","The use of farmers' knowledge in coffee agroforestry management: implications for the conservation of tree biodiversity","VALENCIA VIVIAN;WEST PAIGE;STERLING ELEANOR J;GARCIA-BARRIOS LUIS;NAEEM SHAHID",2015,"In agroforestry systems, the survival of shade trees is often the result of farmers' deliberate selection. Therefore, how communities generate knowledge and apply it to resource management practices influence the potential for biodiversity conservation of agroforestry systems. In this study, we investigated the use of knowledge by farmers to manage coffee (coffea arabica) agroforests and the consequences for the conservation of tree biodiversity and composition of surrounding forests. We interviewed 50 coffee farmers to investigate their shade tree preferences and sources of knowledge of the properties of shade trees and coffee management practices; we also conducted tree inventories in 31 coffee farms and 10 forest sites in la sepultura biosphere reserve in chiapas, mexico. Our results showed that farmers are modifying agroforests according to their knowledge and tree preferences, and that the resulting agroforest is lower in tree diversity and dominated by pioneer and farmers' preferred tree species as compared to forests. The principal sources of knowledge of management practices are external sources, such as governmental and non-governmental organizations, whereas the primary source of tree specific knowledge is empirical knowledge. We found that the higher proportion of pioneer trees relative to forest is mostly explained by farmers' tree selection decisions (63%) rather than as a byproduct of management practices (37%) that disturb the soil and open the canopy, altering light penetration and microclimate conditions. Based on interviews and tree inventories, we found that farmers gradually replace canopy trees of neutral and disliked species by preferred species, in particular inga spp. We found that external sources continue to promote the idea that inga spp. Trees bring significant benefits to coffee production in spite of a lack of scientific evidence to support this claim. This indicates that farmers are receptive to incorporate outside knowledge into their knowledge systems and adapt their resource management practices accordingly. Our findings highlight the importance of disseminating sound and clear scientific information to practitioners who work directly with farming communities to ensure that accurate and up-to-date information is being contributed to local knowledge systems.","Plants/Trees/Shrubs","Knowledge Transfer","MEX","North America","3247_Plants/Trees/Shrubs","Harmful"
"3361","Weak impact of tourism activities on biodiversity in a subterranean hotspot of endemism and its implications for the conservation of cave fauna","FAILLE ARNAUD;BOURDEAU CHARLES;DEHARVENG LOUIS",2015,"La verna chamber (france, western pyrenees), the largest underground chamber in france, hosts 18 species of endemic hypogean invertebrates, all highly modified (troglobitic). It was recently opened for tourism activities. To estimate the risks incurred by its fauna in this new environmental context, we conducted a 3-year survey of the terrestrial fauna of the cave, focusing on the four steno-endemic species of beetles present. We established five sampling spots in the chamber that were monitored every 3 to 4months during 3years. Our results did not detect any negative impact of the tourism activity on cave biodiversity. Neither the number of observed specimens nor the species richness decreased in the control spots. The huge size of the chamber is assumed to prevent significant microclimatic changes and the presence of very large boulders and cracks is assumed to offer plenty of suitable spaces, which allow invertebrates to escape local disturbance and illumination. In spite of the high vulnerability of cave organisms, disturbance of cave habitats does not necessarily result in biodiversity decrease, if the cave disturbance is limited in duration, intensity, and spatial coverage with respect to the cave size.","Invertebrates","Tourism","FRA","Europe","3361_Invertebrates","Not significant or unclear"
"339","Evaluating the effects of common-pool resource institutions and market forces on species richness and forest cover in ecuadorian indigenous kichwa communities","OLDEKOP JOHAN A;BEBBINGTON ANTHONY J;HENNERMANN KARL;MCMORROW JULIA;SPRINGATE DAVID A;TORRES BOLIER;TRUELOVE NATHAN K;TYSKLIND NIKLAS;VILLAMARIN SANTIAGO;PREZIOSI RICHARD F",2013,"We compare conservation outcomes between a protected area (pa) and four indigenous common-property regimes (cprs) under differing degrees of market integration in the ecuadorian amazon. We first assess how market forces and common-pool resource institutions governing processes of forest conversion affect biodiversity and forest cover, and whether institutions mitigate the effect of market forces. We then analyze how biodiversity and forest cover differ between a pa, and communities with different market access. Finally, we link biodiversity and forest cover changes within communities to differences in land-use practices. While we show similar levels of forest cover and biodiversity between the pa and large cprs with little access to local markets, institutions appear not to attenuate market effects on conservation outcomes in our case studies. We discuss results within a common-property theory context and highlight the importance of disentangling how market integration, common-pool resource institutions, and resource health interact over time.","Amphibians","Trade","ECU","South America","339_Amphibians","Changed"
