"timestamp","coder_id","paper_id","year_pub","author","taxa_list","habitat","num_countries","list_countries","list_continents","scale_entire","num_time_pd","year_start","year_end","temp_res","temp_res_unk","meta_var_type","b4_dur_after","peri_tele_flows","tele_cat","peri_tele_sep","peri_tele_sep_unk","data_source_biodiv","data_source_meta","data_type_biodiv","data_type_meta","scale_biodiv","comments","num_biodiv_metrics","list_biodiv_metrics","further_discuss","biodiv_countries"
2020-04-30 16:14:24,"M_Lei","523",2018,"Kouvari","Mammals","Marine",NA,"35","North America (includes Hawaii & all countries above Panama Canal), South America, Asia, Europe, Africa, Antarctica","Intercontinental (> 2 continents)",5,NA,NA,"Unknown/Unclear","we divide insular extinctions in five bins, being Late Pleistocene (125–10 ka), Early Holocene (10.0–8.2 ka), Middle Holocene (8.2–4.2 ka), Late Holocene (4.2–0.5 ka), and Modern Era (500 years ago till today) ","Continuous","During","first human arrival","Migration (human)","Unclear/Uncertain","It doesn't mention where people come from in this paper","Secondary","Secondary","Aggregate institutional data","Aggregate institutional data","Intercontinental (> 2 continents)","","1","extinct taxa","No","35"
2020-05-26 17:48:48,"R_Chen","566",2018,"Oldekop","Plants/trees/shrubs","Terrestrial",NA,"1","Asia","National",2,"2000","2012","Annually","","Categorical","After","International outmigration drives reforestation","Migration (human)","No","","Primary","Secondary","Remote sensing","Aggregate institutional data","National","","1","Forest cover change","No","1"
2020-03-16 12:54:51,"MG_Chung","654",2018,"Antonio Donazar","Birds","Terrestrial",1,"Spain","Europe","Sub-national ((within-country region)",1,"2014","2014","Daily","","Continuous","During","the number of vehicles in protected areas as most of visitors access the park by motor vehicle","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","1","the number of scavenger species recorded daily","No",""
2020-04-30 19:27:46,"M_Lei","708",2018,"Raghavan","Fish","Freshwater",NA,"india","Asia","Sub-national (within-country region)",30,NA,NA,"Monthly","","Continuous","After","unmanaged harvests, no quantify","Trade, unmanaged harvests for the aquarium trade","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","2","unmanaged harvests for the aquarium trade","No","india"
2020-04-30 17:58:12,"M_Lei","713",2018,"Arbieu","Mammals","Terrestrial",NA,"many, visitor numbers","Africa","Global (>100 countries)",1,"2012","2014","Annually","","Continuous","After","","Tourism","No","","Primary, Secondary","Primary, Secondary","Social science field observations, Aggregate institutional data","Social science field surveys, Aggregate institutional data","National","","2","Large mammal richness and Abundance","No","3, Namibia, Botswana, South Africa "
2020-05-11 13:22:05,"R_Chen","854",2018,"Yi","habitat","Terrestrial",NA,"1","North America (includes Hawaii & all countries above Panama Canal)","Sub-national (within-country region)",2,"1984","2010","Unknown/Unclear","multi years","Continuous","During","using InVEST model","Investment","No","","Primary","Primary","Remote sensing","Remote sensing","Sub-national (within-country region)","","1","Habitat quality index","No","1"
2020-03-19 23:41:34,"M_Lei","897",2018,"Czortek","Invertebrates, Plants/trees/shrubs","Terrestrial",1,"Poland","Europe","Sub-national ((within-country region)",144,"1872","2016","Unknown/Unclear","Three data periods: 1872–1969; 1960–2016;  Augest 2016","Continuous","During","1600 climbers(statistics)","Tourism","No","","Primary","Secondary","Biological field observations, Aggregate institutional data","Field observations, Aggregate institutional data","Sub-national (within-country region)","","2","species richness; diversity","No",""
2020-04-05 16:01:34,"X_Wu","992",2018,"Johnson","Invertebrates","Freshwater",NA,"Sweden","Europe","Unclear/unspecified",1,NA,NA,"Monthly","","Continuous","During","","Species Dispersal","No","","Primary","Secondary","Biological field observations","Field observations","Sub-national (within-country region)","","1","Species composition","No","Sweden"
2020-03-19 16:41:00,"E_Xing","1040",2018,"BALMER","Mammals","Marine",1,"USA","North America","Sub-national (within-country region)",3,"2010","2011","Other","Jun. 2010,Aug. 2010,Feb. 2011,Oct. 2013","Categorical","3","oil spill","Other","Yes","na","Primary","Other","biological","other","subnational","na","na","no such data in Chinese survey","No","no such data in Chinese survey"
2020-03-26 15:16:28,"A_Herzberger","1270",2017,"Lima","Fish","Marine",NA,"Brazil","South America","International (within a continent; e.g., European Union)",3,"2004","2012","1 year before, 1 year after, 5 years after dam closure","","Categorical","During, After","Hydropower production, before, after and 5 years after closure","Water Transfer, Energy Transfer","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","3","reproduction, habitat use, diet by functional groups","No","Brazil"
2020-04-06 09:38:00,"X_Wu","1299",2017,"Coppes","Birds","Terrestrial",NA,"Germany","Europe","Unclear/unspecified",2,"2003","2006","Seasonally","","Continuous","During","","Tourism","No","","Primary","Primary","Biological field observations","Remote sensing","Sub-national (within-country region)","","1","Habitat","No","Germany"
2020-06-22 09:23:04,"R_Chen","1320",2017,"Wraith","Plants/trees/shrubs","Terrestrial",NA,"many","North America (includes Hawaii & all countries above Panama Canal), South America, Asia, Europe, Africa, Oceania (Australia, New Zealand, Fiji, etc)","Global (>100 countries)",16,"2000","2016","Annually","","Categorical","After","Tourism's impacts on orchids","Tourism","No","","Secondary","Secondary","Aggregate institutional data","Aggregate institutional data","Global (>100 countries)","","1","number of species","No","many"
2020-04-27 15:48:18,"C_Hovis","1349",2017,"Waldron","Birds, Mammals","Not specified/Global study",NA,"Many","North America (includes Hawaii & all countries above Panama Canal), South America, Asia, Europe, Africa, Oceania (Australia, New Zealand, Fiji, etc)","Global (>100 countries)",2,"1996","2008","Unknown/Unclear","","Continuous","Before, During, After","Conservation investment","Investment","No","","Secondary","Secondary","Aggregate institutional data","Aggregate institutional data","National","","1","Biodiversity decline score","No","Many"
2020-05-24 16:01:18,"A_Torres","1366",2017,"Yang","Fish","Freshwater",NA,"China","Asia","Sub-national (within-country region)",3,"2012","2014","Annually","","Categorical","Before, After","","Energy Transfer","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","5","AbundanceAge1; AbundanceAge2; AbundanceAge3; AbundanceAge4; EggsLarvaeAbundance","No","China"
2020-05-19 11:38:15,"X_Wu","1368",2017,"Arribas","Invertebrates","Marine",NA,"Argentina","South America","Unclear/unspecified",4,NA,NA,"Seasonally","","Continuous","During","","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","1","Density","No","Argentina"
2020-06-03 14:42:54,"A_Herzberger","1376",2013,"Moritz","Plants/trees/shrubs","Marine",NA,"Republic of Maldives","Asia","Sub-national (within-country region)",1,NA,NA,"1 time period, compare between sites","","Categorical","During","reef habitat near island resort tourism ","Tourism","No","compared with local community, intracoupling ","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","7","reef area; reef quality; reef size/age; fish diversity; fish biomass; echinoderm diversity;  echinoderm abundance","No","Republic of Maldives"
2020-03-31 12:30:45,"A_Torres","1551",2017,"Mota Machado","Invertebrates","Marine",NA,"Brazil","South America","Intercontinental (> 2 continents)",2,"2012","2014","Seasonally","","Categorical","During","Tourism: Human trampling in urban vs. non-urban areas","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","26","Richness-Grussai beach; Density-Grussai beach; Diversity-Grussai beach; Richness-Grussai beach-upper sector; Richness-Grussai beach-medium sector; Richness-Grussai beach-lower sector; Diversity-Grussai beach-upper sector; Diversity -Grussai beach-medium sector; Diversity-Grussai beach-lower sector; Composition-Grussai beach; Composition-Grussai beach-upper sector; Composition-Grussai beach-medium sector; Composition-Grussai beach-lower sector; Richness-Manguinhos beach; Density-Manguinhos beach; Diversity-Manguinhos beach; Composition-Manguinhos beach; Composition-Manguinhos beach-upper sector; Composition-Manguinhos beach-medium sector; Composition-Manguinhos beach-lower sector; Density of Atlantorchestoidea brasiliensis; Density of Donax hanleyanus; Density of Emerita brasiliensis; Density of Excirolana braziliensis; Density of Hemipodia californiensis; Density of Scolelepis sp.","No","Brazil"
2020-04-21 15:38:14,"A_Herzberger","1565",2017,"Kirk","Birds","Terrestrial",NA,"Canada","North America (includes Hawaii & all countries above Panama Canal)","Sub-national (within-country region)",4,"1990","1990","Weekly","just 1 time point, 4 replicates ","Categorical","During","organic v. conventional agriculture practices","Trade, Knowledge Transfer","No","","Primary","Primary","Biological field observations","Social science field surveys","Sub-national (within-country region)","","2","abundance, richness","No","Canada"
2020-03-31 14:10:33,"A_Torres","1590",2017,"Dale","Plants/trees/shrubs","Terrestrial",NA,"United States, United Kingdom, Netherlands, Belgium","North America","Intercontinental (> 2 continents)",2,"2002","2014","Annually","","Categorical","Before, After","wood pellet export industry","Trade","No","","Secondary","Secondary","Aggregate institutional data","Aggregate institutional data","Sub-national (within-country region)","","4","Number of standing dead trees-Savannah; Area with large trees-Savannah; Number of standing dead trees-Chesapeake; Area with large trees-Chesapeake","No","United States"
2020-04-14 11:23:16,"A_Herzberger","1616",2016,"Gamero","Birds","Terrestrial",NA,"25 EU countries","Europe","International (within a continent; e.g., European Union)",30,"1981","2012","Annually","","Categorical","Before, During","Kinda, they look at the effect conservation programs and ag intensity have on farmland birds across the EU","Knowledge Transfer, the farmers were in a conservation program","Yes","no","Secondary","Secondary","Aggregate institutional data","Aggregate institutional data","National","","4","relative abundance effected by conservation, population growth rate by conservation, abundance by ag intensity,  migration by ag intensity ","No","25 EU countries"
2020-04-30 20:36:23,"M_Lei","1681",2017,"Ivanova","Mammals","Terrestrial",NA,"many, Tourists","Europe","Global (>100 countries)",1,"2016","2016","Annually","","Continuous","During","Tourists，The number of photoflashes produced by tourists in a session. ","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","1","bat mortality","No","Bulgaria"
2020-04-15 15:35:52,"K_Kapsar","1743",2017,"Balduino","Fish","Freshwater",NA,"Brazil","South America","Unclear/unspecified",1,NA,NA,"Seasonally","","Categorical","During","Tourists","Tourism","No","","Primary","Secondary","Biological field observations","Qualitative analysis","Sub-national (within-country region)","","5","abundance, richness, diversity, dominance, community competition","No","Brazil"
2020-04-29 00:58:25,"Y_Zhang","1752",2017,"Zeeman","Plants/trees/shrubs","Terrestrial",NA,"Australia","Oceania (Australia, New Zealand, Fiji, etc)","Sub-national (within-country region)",2,"1994","2014","Unknown/Unclear","Several field data collections, unknown resoluation","Categorical","After","","Species Dispersal, Urbanization","No","","Primary","Secondary","Biological field observations","Aggregate institutional data","Sub-national (within-country region)","","1","Species occurance","No","Australia"
2020-04-06 10:12:29,"X_Wu","1799",2017,"Harris","Birds","Terrestrial",NA,"Indonesia","Asia","National",14,"1998","2014","Daily","","Continuous","During","","Trade","No","","Primary","Primary","Biological field observations","Social science field surveys","Sub-national (within-country region)","","1","Abundance","No","Indonesia"
2020-03-31 14:43:07,"A_Torres","1821",2017,"Wilting","Birds, Mammals, Reptiles, Invertebrates, Plants/trees/shrubs","Terrestrial",NA,"""many""","North America, South America, Asia, Europe, Africa, Oceania (Australia, New Zealand, Fiji, etc)","Intercontinental (> 2 continents)",1,"2007","2007","Only for one year","","Continuous","After","Trade of goods and services","Trade","Yes","","Secondary","Secondary","Aggregate institutional data","Aggregate institutional data","Intercontinental (> 2 continents)","Aggregates data of mean species abundance for several taxa into one indicator","1","Mean Species Abundance per ha per year","No","""many"""
2020-05-11 13:34:19,"R_Chen","1836",2017,"Vall-llosera","Birds","Terrestrial",NA,"many","Oceania (Australia, New Zealand, Fiji, etc)","Intercontinental (> 2 continents)",40,"1975","2014","Annually","","Continuous","After","international trade of parrot","Trade","No","","Secondary","Secondary","Social science field observations","Social science field surveys","Intercontinental (> 2 continents)","","1","number of transactions","No","many"
2020-05-12 12:40:41,"R_Chen","1893",2017,"Huang","Fish","Marine",NA,"1","Asia","Sub-national (within-country region)",1,"2014","2014","Unknown/Unclear","only did field work one time","Continuous","After","descriptive analysis","Tourism","No","","Primary","Secondary","Biological field observations","Aggregate institutional data","Sub-national (within-country region)","","2","richness, abundance ","No","1"
2020-04-30 16:48:02,"M_Lei","2050",2017,"NAUDIYAL","Plants/trees/shrubs","Terrestrial",NA,"India","Asia","Sub-national (within-country region)",1,NA,NA," there is no year provided","","Continuous","During","The article divides human behavior into three categories, based on how much plants are harmed","Tourism, Cutting and grazing/browsing","Yes","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","1","Vegetation diversity, shannon diversity index","No","India"
2020-05-28 16:25:24,"A_Herzberger","2201",2016,"Porras","Mammals","Terrestrial",NA,"Mexico","North America (includes Hawaii & all countries above Panama Canal)","Sub-national (within-country region)",1,"2008","2009","Daily","","Categorical","During","Tourism ","Tourism","Yes","The considered tourism, AH, hunting and urban area on diversity","Primary","Secondary","Biological field observations","Aggregate institutional data","Sub-national (within-country region)","","2"," tourism v. richness; tourism v. abundance","No","Mexico"
2020-05-11 00:57:33,"R_Chen","2210",2016,"Auliya","Reptiles","Terrestrial",NA,"many","North America (includes Hawaii & all countries above Panama Canal), South America, Asia, Europe, Africa, Oceania (Australia, New Zealand, Fiji, etc)","International (within a continent; e.g., European Union)",1,"2004","2014","Unknown/Unclear","the authors don't mention the temporal resolution","Categorical","During","trade impacts on reptile population","Trade","No","","Secondary","Secondary","Social science field observations","Social science field surveys","International (within a continent; e.g., European Union)","","one","number of reptiles","No","many"
2020-05-11 09:38:09,"R_Chen","2214",2016,"Villatoro","Mammals","Terrestrial",NA,"Chile","South America","National",1,"2013","2014","Unknown/Unclear","once during the survey time","Categorical","During","migration","Migration (non-human)","No","","Primary","Primary","Social science field observations","Social science field surveys","Sub-national (within-country region)","","one","number of dogs","No","1"
2020-03-31 13:59:02,"A_Herzberger","2253",2016,"Ferrigno","Invertebrates","Marine",NA,"Indonesia","Asia","Global (>100 countries)",1,"2014","2014","2 months, across 18 sites ","","Continuous","During","Distance from coral reefs to fishing villages and scuba diving resorts as a proxy for human activity","Trade, Tourism","Yes","measured affect ""other"" local sites as well ","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","1","an index of coral quality was created from other biodiversity metrics","No","Indonesia"
2020-04-30 17:29:58,"M_Lei","2284",2016,"Selier","Mammals","Terrestrial",NA,"tourists","Africa","Global (>100 countries)",7,"2000","2012","(2000, 2001, 2004, 2007, 2008, 2010 and 2012)","","Continuous","After"," tourism,Number of tourists who travel to a country other than that in which they have their usual residence","Tourism","Yes","","Secondary","Secondary","Aggregate institutional data","Aggregate institutional data","National","","1","tourist numbers","No","3, Botswana, South Africa and Zimbabw"
2020-04-05 16:36:49,"X_Wu","2345",2016,"Farwell","Birds","Terrestrial",NA,"USA","North America (includes Hawaii & all countries above Panama Canal)","Unclear/unspecified",8,"2008","2015","Daily","","Continuous","During","","Trade, Energy Transfer","No","","Primary","Primary","Biological field observations","Remote sensing","Sub-national (within-country region)","This paper is about shale gas, so I chose trade and enegy transfer as external process.","1","Species richness","No","USA"
2020-05-11 10:04:31,"R_Chen","2402",2016,"Tata","Plants/trees/shrubs","Terrestrial",NA,"1","Oceania (Australia, New Zealand, Fiji, etc)","Sub-national (within-country region)",2,"2014","2014","Seasonally","2 times","Continuous","During","domestication ","Investment","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","one","growth rate of trees","No","1"
2020-05-11 10:33:06,"R_Chen","2504",2016,"Dronova","Birds","Freshwater",NA,"1","Asia","Sub-national (within-country region)",1,"2006","2006","Daily","","Categorical","During","count the waterbirds","Migration (human)","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","1","number of waterbirds","No","1"
2020-04-01 15:23:55,"A_Herzberger","2546",2015,"Sanderson","Birds","Terrestrial",NA,"27 EU countries ","Europe","International (within a continent; e.g., European Union)",2,"1980","2012","short term 2001-2012; long-term 1980-2012","","Categorical","During","bird is classified in annex I or not by EU conservation directive","Knowledge Transfer","No","","Secondary","Secondary","Aggregate institutional data","Aggregate institutional data","International (within a continent; e.g., European Union)","","5","habitat association; migration strategy; reproduction; population short-term trend, population long-term trend","No","27"
2020-03-19 21:51:05,"X_Wu","2606",2016,"Seer","Plants/trees/shrubs","Terrestrial",1,"Germany","Europe","Sub-national ((within-country region)",3,"2011","2013","Annually","","Categorical","After","","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","3","Species richness; species coverage; plant community classes","No",""
2020-04-16 15:23:46,"K_Kapsar","2642",2016,"Lourdes","Fish","Freshwater",NA,"Philippines","Asia","Unclear/unspecified",1,"2013","2015","Weekly","","Categorical","During","Invasive aquaculture fish","Invasive species","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","4","fish biomass, Shannon-Weiner diversity, richness, evenness","No","Philippines"
2020-04-16 18:24:13,"A_Torres","2670",2016,"Cao","Invertebrates","Freshwater",NA,"China","Asia","Unclear/unspecified",1,"2013","2013","Seasonally","","Continuous","During","Tourism stress","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","2","Taxa richness; Ephemeroptera, Plecoptera, and Trichoptera (EPT) richness","No","China"
